rac_id,prod_id,comp_id,return_qty,return_amount,return_reason
2396,4,,1,3972.78,Faulty Brake
2397,13,,1,6148,Paint Defect
2398,39,,1,5199,Fork Issue / Leaking
2399,45,,1,5029.7,Fork Issue / Leaking
2400,58,,1,3944.65,Faulty Brake
2401,31,163,1,4772.52,Wheel Failure
2402,17,,1,5592.47,Defective Component
2403,47,,1,4250.08,Damaged in Shipping
2404,20,,1,4238.94,Warranty Replacement
2405,48,,1,5631.35,Wrong Size
2406,32,,1,4692.46,Defective Component
2407,10,,1,5468.68,Fork Issue / Leaking
2408,39,,1,5490.14,Fork Issue / Leaking
2409,2,66,1,3701.25,Fork Issue / Leaking
2410,15,229,1,8042.64,Paint Defect
2411,66,,1,3602.94,Wheel Failure
2412,38,217,1,4651.94,Damaged in Shipping
2413,37,,1,3219.63,Paint Defect
2414,19,,1,4439.13,Customer Changed Mind
2415,69,38,1,4228.94,Warranty Replacement
2416,57,,1,2305.65,Fork Issue / Leaking
2417,40,,1,4385.86,Fork Issue / Leaking
2418,63,,1,1961,Damaged in Shipping
2419,13,,1,5800,Customer Changed Mind
2420,55,,1,3393.6,Warranty Replacement
2421,1,,1,6134.96,Defective Component
2422,23,,1,4662.94,Broken Frame
2423,65,,1,4400,Faulty Brake
2424,66,,1,3619.94,Broken Frame
2425,56,,1,4775.29,Warranty Replacement
2426,66,130,1,3563.85,Wheel Failure
2427,56,,1,4752.76,Damaged in Shipping
2428,3,61,1,5801.45,Fork Issue / Leaking
2429,21,,1,6117.95,Customer Changed Mind
2430,66,,1,3399,Broken Frame
2431,24,,1,7728.26,Paint Defect
2432,28,,1,4159.99,Warranty Replacement
2433,54,,1,6052.36,Damaged in Shipping
2434,23,,1,4662.94,Damaged in Shipping
2435,24,,1,7805.95,Defective Component
2436,41,,1,4594.56,Warranty Replacement
2437,57,164,1,2325.44,Damaged in Shipping
2438,34,167,1,6229.34,Warranty Replacement
2439,9,,1,2799,Broken Frame
2440,58,,1,3982.04,Wrong Size
2441,40,,1,4450.94,Damaged in Shipping
2442,15,,1,8161.99,Wrong Size
2443,15,,1,8042.64,Wheel Failure
2444,66,,1,3399,Wheel Failure
2445,27,,1,4227.99,Broken Frame
2446,32,,1,4784.69,Warranty Replacement
2447,12,,1,5744.75,Broken Frame
2448,2,,1,3640,Defective Component
2449,15,,1,8065.74,Faulty Brake
2450,44,,1,6705.16,Broken Frame
2451,57,,1,2296.86,Customer Changed Mind
2452,61,,1,4199,Faulty Brake
2453,36,,1,3614.33,Fork Issue / Leaking
2454,56,194,1,4504.99,Wheel Failure
2455,25,,1,4981.41,Wheel Failure
2456,57,17,1,2293.56,Damaged in Shipping
2457,48,,1,5591.03,Fork Issue / Leaking
2458,21,,1,6030.96,Fork Issue / Leaking
2459,65,,1,4664,Defective Component
2460,2,72,1,3666.25,Wrong Size
2461,46,,1,5375.99,Wrong Size
2462,12,209,1,5720,Defective Component
2463,8,,1,6901.19,Damaged in Shipping
2464,29,,1,3799,Warranty Replacement
2465,49,,1,4948.04,Wrong Size
2466,60,,1,4288.93,Wrong Size
2467,10,,1,5379.45,Faulty Brake
2468,26,,1,3247.84,Warranty Replacement
2469,41,,1,4507.5,Faulty Brake
2470,60,,1,4238.94,Broken Frame
2471,44,103,1,6395,Wrong Size
2472,64,,1,3816,Wheel Failure
2473,1,,1,6311.93,Faulty Brake
2474,44,,1,6395,Defective Component
2475,44,14,1,6810.68,Warranty Replacement
2476,55,,1,3417.67,Faulty Brake
2477,63,104,1,1961,Damaged in Shipping
2478,32,,1,4678.96,Defective Component
2479,1,,1,6252.94,Paint Defect
2480,25,93,1,4941.03,Warranty Replacement
2481,19,,1,4250,Broken Frame
2482,63,,1,1850,Wrong Size
2483,63,50,1,1951.75,Wheel Failure
2484,19,,1,4483.75,Damaged in Shipping
2485,34,,1,6134.96,Broken Frame
2486,12,,1,5720,Fork Issue / Leaking
2487,20,,1,3999,Damaged in Shipping
2488,49,,1,5006.53,Broken Frame
2489,60,,1,3999,Damaged in Shipping
2490,16,145,1,5271.99,Customer Changed Mind
2491,7,151,1,4600.99,Warranty Replacement
2492,65,,1,4595.8,Faulty Brake
2493,36,,1,3572.2,Customer Changed Mind
2494,19,,1,4505,Broken Frame
2495,61,,1,4379.56,Fork Issue / Leaking
2496,24,,1,7728.26,Wheel Failure
2497,19,,1,4432.75,Broken Frame
2498,29,,1,4026.94,Wrong Size
2499,58,,1,3982.04,Wheel Failure
2500,56,,1,4775.29,Damaged in Shipping
2501,6,,1,1949.99,Fork Issue / Leaking
2502,35,,1,4170.96,Paint Defect
2503,69,226,1,4238.94,Wheel Failure
2504,47,162,1,4300.32,Fork Issue / Leaking
2505,6,151,1,2086.49,Defective Component
2506,49,,1,4959.74,Wrong Size
2507,61,,1,4379.56,Damaged in Shipping
2508,29,,1,3799,Broken Frame
2509,33,,1,5071.04,Broken Frame
2510,52,139,1,2639,Broken Frame
2511,13,136,1,5800,Faulty Brake
2512,47,,1,4300.32,Fork Issue / Leaking
2513,25,,1,4941.03,Defective Component
2514,46,148,1,5685.11,Faulty Brake
2515,19,,1,4494.38,Defective Component
2516,31,,1,4661.27,Wheel Failure
2517,25,,1,4955.28,Wheel Failure
2518,69,,1,4238.94,Wrong Size
2519,45,,1,5029.7,Broken Frame
2520,13,125,1,6206,Damaged in Shipping
2521,2,,1,3500,Warranty Replacement
2522,40,,1,4450.94,Customer Changed Mind
2523,25,,1,4981.41,Fork Issue / Leaking
2524,36,,1,3555.35,Wheel Failure
2525,52,,1,2639,Defective Component
2526,62,,1,6240.99,Wheel Failure
2527,3,,1,5765.7,Fork Issue / Leaking
2528,59,,1,4901.52,Customer Changed Mind
2529,50,264,1,5974.64,Customer Changed Mind
2530,53,,1,7868.29,Faulty Brake
2531,24,,1,7399,Defective Component
2532,43,,1,3199,Wrong Size
2533,35,232,1,4170.96,Warranty Replacement
2534,14,,1,8000,Defective Component
2535,34,,1,6282.44,Paint Defect
2536,28,95,1,4177.99,Faulty Brake
2537,43,234,1,3406.94,Broken Frame
2538,36,276,1,3572.2,Defective Component
2539,3,,1,5848.19,Customer Changed Mind
2540,13,,1,6081.3,Damaged in Shipping
2541,37,,1,3129.36,Wheel Failure
2542,25,,1,4981.41,Defective Component
2543,51,263,1,3852.18,Paint Defect
2544,48,15,1,5677.05,Broken Frame
2545,62,,1,6646.65,Broken Frame
2546,34,,1,5899,Faulty Brake
2547,54,,1,5967.51,Warranty Replacement
2548,20,,1,4288.93,Broken Frame
2549,3,,1,5828.94,Wheel Failure
2550,44,,1,6834.66,Wrong Size
2551,65,,1,4664,Customer Changed Mind
2552,19,,1,4505,Warranty Replacement
2553,45,,1,5005.98,Warranty Replacement
2554,38,,1,4651.94,Faulty Brake
2555,24,,1,7935.43,Fork Issue / Leaking
2556,8,,1,6901.19,Damaged in Shipping
2557,64,,1,3816,Damaged in Shipping
2558,36,,1,3589.05,Faulty Brake
2559,46,,1,5636.73,Warranty Replacement
2560,5,,1,3733.36,Warranty Replacement
2561,4,,1,3972.78,Warranty Replacement
2562,30,,1,4524,Customer Changed Mind
2563,47,,1,4213.91,Warranty Replacement
2564,58,,1,3739,Damaged in Shipping
2565,23,,1,4574.96,Defective Component
2566,58,,1,3982.04,Defective Component
2567,12,,1,5885,Broken Frame
2568,48,,1,5671.67,Paint Defect
2569,56,,1,4504.99,Broken Frame
2570,41,114,1,4556.94,Wrong Size
2571,12,,1,5720,Wheel Failure
2572,22,71,1,7907.68,Fork Issue / Leaking
2573,22,,1,7694.96,Wrong Size
2574,47,,1,4280.22,Wrong Size
2575,69,,1,3999,Faulty Brake
2576,27,102,1,4518.66,Faulty Brake
2577,29,,1,3799,Damaged in Shipping
2578,47,,1,4260.13,Broken Frame
2579,20,,1,3999,Wheel Failure
2580,23,,1,4662.94,Customer Changed Mind
2581,37,,1,3154.94,Faulty Brake
2582,22,,1,7868.84,Defective Component
2583,66,,1,3563.85,Damaged in Shipping
2584,42,,1,5222.5,Fork Issue / Leaking
2585,38,,1,4588.16,Warranty Replacement
2586,63,,1,1961,Wrong Size
2587,13,,1,5800,Faulty Brake
2588,31,,1,4627.9,Faulty Brake
2589,36,263,1,3589.05,Customer Changed Mind
2590,57,124,1,2358.43,Defective Component
2591,19,,1,4505,Fork Issue / Leaking
2592,33,208,1,4854.99,Wheel Failure
2593,38,,1,4651.94,Customer Changed Mind
2594,5,,1,3620.23,Damaged in Shipping
2595,10,,1,5468.68,Faulty Brake
2596,53,147,1,7925.03,Damaged in Shipping
2597,31,,1,4699.09,Damaged in Shipping
2598,10,267,1,5468.68,Paint Defect
2599,16,266,1,5271.99,Defective Component
2600,67,,1,3962.36,Fork Issue / Leaking
2601,29,,1,3950.96,Wheel Failure
2602,21,231,1,6175.94,Paint Defect
2603,37,118,1,3009,Damaged in Shipping
2604,60,,1,4252.94,Warranty Replacement
2605,12,,1,5898.75,Wrong Size
2606,16,,1,5482.87,Paint Defect
2607,30,215,1,4543.58,Warranty Replacement
2608,57,,1,2352.93,Paint Defect
2609,33,,1,5049.19,Wrong Size
2610,51,,1,3894.43,Faulty Brake
2611,47,40,1,4260.13,Damaged in Shipping
2612,34,,1,6252.94,Faulty Brake
2613,60,,1,4192.95,Wheel Failure
2614,52,,1,2797.34,Faulty Brake
2615,13,,1,6124.8,Customer Changed Mind
2616,35,,1,4238.94,Paint Defect
2617,69,12,1,4238.94,Wrong Size
2618,24,,1,7916.93,Wheel Failure
2619,6,,1,2073.81,Customer Changed Mind
2620,56,,1,4504.99,Broken Frame
2621,2,,1,3500,Paint Defect
2622,23,,1,4574.96,Faulty Brake
2623,16,,1,5527.68,Faulty Brake
2624,51,,1,3673.99,Warranty Replacement
2625,42,,1,5300,Wheel Failure
2626,63,81,1,1984.13,Faulty Brake
2627,5,,1,3620.23,Paint Defect
2628,5,,1,3672.44,Defective Component
2629,31,,1,4705.77,Paint Defect
2630,27,,1,4428.82,Wrong Size
2631,26,,1,3247.84,Fork Issue / Leaking
2632,25,,1,5059.8,Paint Defect
2633,54,,1,5967.51,Faulty Brake
2634,35,,1,4238.94,Wrong Size
2635,51,,1,3673.99,Broken Frame
2636,68,,1,4222.94,Fork Issue / Leaking
2637,58,,1,3888.56,Defective Component
2638,10,,1,5099,Broken Frame
2639,67,,1,3799,Defective Component
2640,50,,1,5609.99,Defective Component
2641,19,,1,4526.25,Paint Defect
2642,21,138,1,6030.96,Warranty Replacement
2643,3,,1,5718.96,Customer Changed Mind
2644,23,,1,4640.95,Faulty Brake
2645,57,,1,2296.86,Faulty Brake
2646,25,,1,4941.03,Customer Changed Mind
2647,22,,1,7907.68,Wheel Failure
2648,37,,1,3129.36,Defective Component
2649,35,,1,4238.94,Paint Defect
2650,43,,1,3199,Paint Defect
2651,44,,1,6858.64,Warranty Replacement
2652,55,,1,3337.44,Wrong Size
2653,21,,1,6167.24,Paint Defect
2654,59,260,1,4871.32,Paint Defect
2655,9,,1,3001.93,Wheel Failure
2656,14,,1,8520,Wrong Size
2657,27,,1,4481.67,Customer Changed Mind
2658,6,180,1,2073.81,Faulty Brake
2659,59,5,1,4924.75,Paint Defect
2660,48,,1,5636.73,Damaged in Shipping
2661,15,,1,8161.99,Paint Defect
2662,45,,1,5053.43,Defective Component
2663,54,171,1,5656.41,Wrong Size
2664,35,,1,4273.93,Damaged in Shipping
2665,17,,1,5547.46,Fork Issue / Leaking
2666,4,,1,4085.14,Wrong Size
2667,41,163,1,4470.96,Paint Defect
2668,36,,1,3519.97,Faulty Brake
2669,55,,1,3337.44,Warranty Replacement
2670,12,,1,5830,Faulty Brake
2671,17,,1,5632.19,Wheel Failure
2672,14,,1,8000,Warranty Replacement
2673,51,116,1,3820.95,Wheel Failure
2674,53,,1,7925.03,Faulty Brake
2675,66,,1,3632.68,Wrong Size
2676,46,,1,5636.73,Wrong Size
2677,9,,1,2994.93,Broken Frame
2678,34,,1,6252.94,Damaged in Shipping
2679,15,,1,8073.44,Faulty Brake
2680,30,,1,4543.58,Customer Changed Mind
2681,22,,1,7842.94,Defective Component
2682,27,,1,4523.95,Fork Issue / Leaking
2683,66,68,1,3534.96,Defective Component
2684,14,76,1,8000,Defective Component
2685,58,53,1,3899.78,Fork Issue / Leaking
2686,25,,1,5024.17,Paint Defect
2687,41,,1,4578.44,Broken Frame
2688,19,,1,4505,Paint Defect
2689,23,,1,4662.94,Faulty Brake
2690,39,,1,5490.14,Fork Issue / Leaking
2691,15,41,1,8073.44,Warranty Replacement
2692,63,261,1,1961,Wrong Size
2693,42,,1,5343.75,Fork Issue / Leaking
2694,14,,1,8480,Damaged in Shipping
2695,47,,1,4260.13,Faulty Brake
2696,1,135,1,6252.94,Wrong Size
2697,48,,1,5671.67,Customer Changed Mind
2698,46,233,1,5375.99,Wrong Size
2699,24,,1,7879.94,Wrong Size
2700,7,,1,4508.54,Paint Defect
2701,14,,1,8448,Defective Component
2702,58,,1,3888.56,Customer Changed Mind
2703,47,32,1,4018.99,Customer Changed Mind
2704,7,16,1,4611.74,Broken Frame
2705,2,,1,3500,Damaged in Shipping
2706,37,52,1,3189.54,Fork Issue / Leaking
2707,50,,1,5946.59,Defective Component
2708,26,,1,3186.56,Wheel Failure
2709,33,,1,5170.56,Paint Defect
2710,56,226,1,4723.48,Customer Changed Mind
2711,45,,1,4745,Faulty Brake
2712,30,,1,4611,Fork Issue / Leaking
2713,60,,1,4238.94,Wrong Size
2714,30,,1,4611,Wrong Size
2715,66,,1,3563.85,Wheel Failure
2716,56,,1,4685.19,Customer Changed Mind
2717,16,,1,5641.03,Fork Issue / Leaking
2718,12,40,1,5720,Wrong Size
2719,14,,1,8320,Wrong Size
2720,40,198,1,4199,Paint Defect
2721,16,61,1,5614.67,Warranty Replacement
2722,69,,1,4238.94,Defective Component
2723,57,,1,2330.94,Warranty Replacement
2724,32,,1,4717.2,Fork Issue / Leaking
2725,52,,1,2784.15,Paint Defect
2726,53,,1,8000.69,Customer Changed Mind
2727,56,112,1,4504.99,Fork Issue / Leaking
2728,66,,1,3585.95,Defective Component
2729,53,171,1,7868.29,Wrong Size
2730,54,,1,6024.08,Broken Frame
2731,32,,1,4784.69,Warranty Replacement
2732,20,,1,4238.94,Wrong Size
2733,27,,1,4502.81,Defective Component
2734,40,,1,4440.44,Paint Defect
2735,21,,1,6146.94,Faulty Brake
2736,54,180,1,5995.79,Defective Component
2737,59,276,1,4924.75,Fork Issue / Leaking
2738,49,,1,5018.23,Wheel Failure
2739,9,,1,2799,Damaged in Shipping
2740,1,,1,6134.96,Damaged in Shipping
2741,14,,1,8320,Damaged in Shipping
2742,8,,1,6949.79,Warranty Replacement
2743,32,,1,4813.93,Broken Frame
2744,39,,1,5406.96,Customer Changed Mind
2745,34,,1,5899,Faulty Brake
2746,66,127,1,3645.43,Customer Changed Mind
2747,14,106,1,8000,Wrong Size
2748,44,,1,6395,Wheel Failure
2749,43,,1,3378.14,Broken Frame
2750,60,,1,4238.94,Wheel Failure
2751,19,,1,4526.25,Wheel Failure
2752,54,,1,5995.79,Defective Component
2753,17,,1,5507.74,Wrong Size
2754,32,,1,4768.94,Wheel Failure
2755,43,,1,3406.94,Broken Frame
2756,67,186,1,4026.94,Customer Changed Mind
2757,51,,1,3876.06,Broken Frame
2758,42,,1,5300,Damaged in Shipping
2759,59,176,1,4924.75,Warranty Replacement
2760,67,116,1,3950.96,Customer Changed Mind
2761,6,,1,1949.99,Broken Frame
2762,5,,1,3720.31,Warranty Replacement
2763,23,,1,4717.93,Paint Defect
2764,16,120,1,5527.68,Defective Component
2765,19,240,1,4420,Wheel Failure
2766,45,85,1,4745,Customer Changed Mind
2767,50,,1,5946.59,Faulty Brake
2768,40,,1,4450.94,Fork Issue / Leaking
2769,45,,1,4956.15,Wrong Size
2770,6,,1,1949.99,Faulty Brake
2771,24,,1,7813.34,Customer Changed Mind
2772,62,,1,6590.49,Wheel Failure
2773,34,,1,6223.45,Faulty Brake
2774,4,,1,4037.53,Fork Issue / Leaking
2775,9,,1,2966.94,Customer Changed Mind
2776,12,,1,5885,Warranty Replacement
2777,43,,1,3390.94,Wheel Failure
2778,14,,1,8000,Fork Issue / Leaking
2779,24,,1,7879.94,Customer Changed Mind
2780,49,164,1,4901.25,Broken Frame
2781,34,,1,6252.94,Wrong Size
2782,30,,1,4556.63,Defective Component
2783,57,,1,2350.18,Warranty Replacement
2784,40,,1,4429.95,Damaged in Shipping
2785,2,124,1,3722.25,Paint Defect
2786,10,152,1,5455.93,Broken Frame
2787,44,,1,6650.8,Wheel Failure
2788,5,,1,3480.99,Broken Frame
2789,58,,1,3948.38,Fork Issue / Leaking
2790,41,275,1,4470.96,Damaged in Shipping
2791,12,206,1,5857.5,Fork Issue / Leaking
2792,35,69,1,4176.96,Paint Defect
2793,35,,1,4238.94,Warranty Replacement
2794,34,,1,6134.96,Paint Defect
2795,49,,1,5006.53,Warranty Replacement
2796,46,,1,5698.55,Defective Component
2797,11,,1,5040.75,Wheel Failure
2798,35,83,1,4238.94,Fork Issue / Leaking
2799,44,,1,6395,Fork Issue / Leaking
2800,22,,1,7868.84,Defective Component
2801,48,109,1,5725.43,Defective Component
2802,59,6,1,4982.82,Broken Frame
2803,31,,1,4641.25,Wheel Failure
2804,6,,1,2086.49,Broken Frame
2805,18,,1,4368,Warranty Replacement
2806,32,,1,4808.31,Wrong Size
2807,60,,1,4278.93,Fork Issue / Leaking
2808,58,,1,3739,Faulty Brake
2809,58,,1,4000.73,Broken Frame
2810,55,,1,3393.6,Broken Frame
2811,59,,1,4831.83,Broken Frame
2812,49,,1,4901.25,Broken Frame
2813,21,,1,6146.94,Fork Issue / Leaking
2814,31,,1,4627.9,Faulty Brake
2815,11,193,1,4958.5,Warranty Replacement
2816,48,,1,5698.55,Broken Frame
2817,7,,1,4557.99,Fork Issue / Leaking
2818,25,25,1,4955.28,Fork Issue / Leaking
2819,8,,1,6901.19,Damaged in Shipping
2820,2,,1,3710,Paint Defect
2821,58,,1,3963.34,Damaged in Shipping
2822,36,,1,3504.8,Wrong Size
2823,54,266,1,6024.08,Wheel Failure
2824,34,,1,6282.44,Paint Defect
2825,37,,1,3204.59,Defective Component
2826,60,,1,4238.94,Paint Defect
2827,30,104,1,4589.25,Damaged in Shipping
2828,61,,1,4471.94,Fork Issue / Leaking
2829,20,,1,4238.94,Wheel Failure
2830,52,,1,2752.48,Faulty Brake
2831,3,,1,5848.19,Broken Frame
2832,30,,1,4543.58,Paint Defect
2833,47,,1,4244.05,Damaged in Shipping
2834,25,,1,4941.03,Warranty Replacement
2835,15,,1,8258.24,Defective Component
2836,69,,1,4188.95,Warranty Replacement
2837,14,,1,8580,Broken Frame
2838,23,,1,4588.16,Broken Frame
2839,16,123,1,5271.99,Broken Frame
2840,42,,1,5000,Wheel Failure
2841,63,,1,1967.48,Broken Frame
2842,68,142,1,4288.93,Broken Frame
2843,39,,1,5510.94,Warranty Replacement
2844,16,,1,5271.99,Defective Component
2845,5,,1,3689.85,Paint Defect
2846,25,140,1,4981.41,Faulty Brake
2847,14,,1,8448,Faulty Brake
2848,33,,1,5206.98,Wrong Size
2849,36,,1,3572.2,Paint Defect
2850,8,,1,6479.99,Wrong Size
2851,14,,1,8000,Damaged in Shipping
2852,21,,1,6167.24,Customer Changed Mind
2853,27,,1,4433.05,Wheel Failure
2854,46,,1,5615.22,Customer Changed Mind
2855,22,,1,7842.94,Warranty Replacement
2856,43,,1,3406.94,Wrong Size
2857,16,,1,5271.99,Damaged in Shipping
2858,27,,1,4416.14,Warranty Replacement
2859,67,155,1,4064.93,Fork Issue / Leaking
2860,59,,1,4924.75,Broken Frame
2861,28,,1,4177.99,Fork Issue / Leaking
2862,27,,1,4502.81,Faulty Brake
2863,6,,1,2027.99,Customer Changed Mind
2864,7,,1,4557.99,Defective Component
2865,30,,1,4626.23,Defective Component
2866,12,275,1,5500,Paint Defect
2867,68,186,1,4258.94,Fork Issue / Leaking
2868,48,,1,5671.67,Warranty Replacement
2869,55,210,1,3401.62,Broken Frame
2870,33,,1,4854.99,Fork Issue / Leaking
2871,20,,1,4218.95,Defective Component
2872,36,,1,3504.8,Customer Changed Mind
2873,22,,1,7842.94,Wheel Failure
2874,66,,1,3399,Damaged in Shipping
2875,47,,1,4300.32,Defective Component
2876,41,,1,4571.99,Customer Changed Mind
2877,12,,1,5816.25,Broken Frame
2878,43,,1,3402.14,Wheel Failure
2879,39,,1,5510.94,Defective Component
2880,66,26,1,3602.94,Fork Issue / Leaking
2881,52,,1,2639,Customer Changed Mind
2882,16,,1,5588.31,Faulty Brake
2883,44,,1,6778.7,Faulty Brake
2884,42,,1,5362.5,Faulty Brake
2885,42,,1,5275,Broken Frame
2886,11,,1,4963.2,Defective Component
2887,30,125,1,4524,Damaged in Shipping
2888,34,,1,6179.2,Fork Issue / Leaking
2889,39,,1,5406.96,Wrong Size
2890,32,150,1,4678.96,Wheel Failure
2891,44,117,1,6778.7,Wrong Size
2892,10,119,1,5404.94,Paint Defect
2893,9,,1,2799,Fork Issue / Leaking
2894,2,,1,3500,Defective Component
2895,32,,1,4678.96,Wrong Size
2896,30,,1,4654.5,Wheel Failure
2897,48,,1,5375.99,Wrong Size
2898,10,112,1,5455.93,Wrong Size
2899,54,,1,5656.41,Paint Defect
2900,20,,1,4288.93,Broken Frame
2901,36,,1,3530.08,Broken Frame
2902,59,,1,4845.77,Defective Component
2903,42,,1,5200,Defective Component
2904,30,155,1,4556.63,Wrong Size
2905,20,,1,4238.94,Faulty Brake
2906,58,233,1,3948.38,Broken Frame
2907,66,101,1,3632.68,Wrong Size
2908,39,,1,5430.36,Fork Issue / Leaking
2909,6,,1,2066.99,Fork Issue / Leaking
2910,27,,1,4433.05,Damaged in Shipping
2911,51,,1,3673.99,Wrong Size
2912,23,,1,4706.93,Wheel Failure
2913,17,,1,5613.65,Wheel Failure
2914,16,,1,5588.31,Paint Defect
2915,14,240,1,8580,Paint Defect
2916,63,237,1,1961,Faulty Brake
2917,41,,1,4535.45,Customer Changed Mind
2918,60,,1,4158.96,Paint Defect
2919,23,,1,4662.94,Paint Defect
2920,9,,1,2952.95,Broken Frame
2921,5,,1,3630.67,Damaged in Shipping
2922,46,,1,5717.37,Defective Component
2923,35,279,1,4238.94,Wrong Size
2924,2,,1,3655.75,Wheel Failure
2925,27,,1,4481.67,Defective Component
2926,69,18,1,4188.95,Customer Changed Mind
2927,8,,1,6901.19,Warranty Replacement
2928,14,,1,8000,Warranty Replacement
2929,34,139,1,6282.44,Damaged in Shipping
2930,41,191,1,4539.74,Faulty Brake
2931,35,,1,4273.93,Wheel Failure
2932,53,,1,8114.17,Paint Defect
2933,42,,1,5362.5,Warranty Replacement
2934,56,,1,4775.29,Broken Frame
2935,58,73,1,3944.65,Paint Defect
2936,46,,1,5698.55,Damaged in Shipping
2937,26,,1,3186.56,Wheel Failure
2938,50,,1,5995.68,Defective Component
2939,64,,1,3834,Faulty Brake
2940,5,,1,3646.34,Paint Defect
2941,41,,1,4470.96,Defective Component
2942,68,,1,4192.95,Fork Issue / Leaking
2943,26,,1,3200.35,Faulty Brake
2944,36,,1,3533.45,Wrong Size
2945,50,,1,5609.99,Defective Component
2946,67,,1,3799,Fork Issue / Leaking
2947,47,276,1,4179.75,Warranty Replacement
2948,44,,1,6753.12,Fork Issue / Leaking
2949,57,,1,2338.64,Damaged in Shipping
2950,60,234,1,4278.93,Paint Defect
2951,69,,1,4188.95,Broken Frame
2952,5,,1,3681.15,Wrong Size
2953,13,,1,6220.5,Warranty Replacement
2954,31,,1,4449.9,Wheel Failure
2955,68,227,1,4273.93,Fork Issue / Leaking
2956,20,,1,4218.95,Broken Frame
2957,50,,1,5946.59,Wrong Size
2958,59,,1,4924.75,Damaged in Shipping
2959,57,,1,2305.65,Wrong Size
2960,52,,1,2744.56,Paint Defect
2961,20,,1,4218.95,Warranty Replacement
2962,6,,1,2091.36,Wrong Size
2963,63,,1,1961,Customer Changed Mind
2964,35,,1,4238.94,Wheel Failure
2965,52,,1,2784.15,Customer Changed Mind
2966,55,,1,3401.62,Fork Issue / Leaking
2967,61,,1,4492.93,Warranty Replacement
2968,33,,1,4854.99,Defective Component
2969,63,,1,1850,Customer Changed Mind
2970,37,,1,3189.54,Customer Changed Mind
2971,41,266,1,4594.56,Wheel Failure
2972,61,,1,4429.95,Customer Changed Mind
2973,63,,1,1850,Paint Defect
2974,3,258,1,5801.45,Customer Changed Mind
2975,14,,1,8388,Defective Component
2976,8,,1,6891.47,Paint Defect
2977,1,,1,5899,Wrong Size
2978,43,,1,3199,Damaged in Shipping
2979,11,257,1,5023.13,Wheel Failure
2980,23,125,1,4717.93,Broken Frame
2981,26,,1,3200.35,Customer Changed Mind
2982,58,,1,3899.78,Wheel Failure
2983,35,162,1,4238.94,Wheel Failure
2984,16,,1,5588.31,Broken Frame
2985,15,,1,8238.99,Warranty Replacement
2986,29,,1,4060.18,Warranty Replacement
2987,32,,1,4768.94,Damaged in Shipping
2988,12,279,1,5857.5,Customer Changed Mind
2989,48,,1,5636.73,Damaged in Shipping
2990,66,,1,3560.45,Defective Component
2991,50,,1,5882.07,Customer Changed Mind
2992,63,,1,1951.75,Customer Changed Mind
2993,52,8,1,2797.34,Warranty Replacement
2994,20,,1,4238.94,Wheel Failure
2995,66,,1,3645.43,Faulty Brake
2996,62,,1,6240.99,Paint Defect
2997,64,,1,3744,Paint Defect
2998,41,,1,4507.5,Warranty Replacement
2999,48,,1,5375.99,Wrong Size
3000,34,,1,6252.94,Damaged in Shipping
3001,39,,1,5451.15,Customer Changed Mind
3002,60,23,1,4238.94,Paint Defect
3003,60,,1,4258.94,Customer Changed Mind
3004,53,,1,7890.98,Defective Component
3005,2,236,1,3640,Paint Defect
3006,34,139,1,6326.68,Warranty Replacement
3007,52,,1,2756.44,Paint Defect
3008,44,,1,6650.8,Warranty Replacement
3009,59,,1,4982.82,Wrong Size
3010,1,,1,6134.96,Wrong Size
3011,32,22,1,4757.69,Paint Defect
3012,15,146,1,8123.49,Faulty Brake
3013,60,,1,3999,Fork Issue / Leaking
3014,36,,1,3504.8,Damaged in Shipping
3015,42,59,1,5300,Warranty Replacement
3016,14,,1,8356,Paint Defect
3017,62,,1,6693.46,Customer Changed Mind
3018,15,,1,8073.44,Customer Changed Mind
3019,2,,1,3722.25,Wheel Failure
3020,23,,1,4574.96,Damaged in Shipping
3021,3,,1,5883.93,Damaged in Shipping
3022,40,,1,4199,Warranty Replacement
3023,33,,1,5071.04,Customer Changed Mind
3024,64,,1,3744,Customer Changed Mind
3025,48,,1,5375.99,Customer Changed Mind
3026,66,,1,3545.16,Warranty Replacement
3027,5,,1,3720.31,Wheel Failure
3028,14,,1,8580,Wrong Size
3029,59,,1,4982.82,Broken Frame
3030,34,91,1,6252.94,Fork Issue / Leaking
3031,4,,1,4037.53,Customer Changed Mind
3032,15,,1,8142.74,Paint Defect
3033,47,,1,4260.13,Wrong Size
3034,66,,1,3602.94,Damaged in Shipping
3035,25,,1,5059.8,Faulty Brake
3036,62,235,1,6615.45,Wrong Size
3037,53,,1,8019.6,Defective Component
3038,8,,1,6794.27,Paint Defect
3039,60,,1,4238.94,Wrong Size
3040,59,,1,4982.82,Customer Changed Mind
3041,66,,1,3560.45,Broken Frame
3042,31,87,1,4716.89,Customer Changed Mind
3043,26,,1,3247.84,Fork Issue / Leaking
3044,11,226,1,4982,Faulty Brake
3045,9,92,1,2980.94,Warranty Replacement
3046,60,,1,4170.96,Paint Defect
3047,66,,1,3563.85,Faulty Brake
3048,63,,1,1961,Warranty Replacement
3049,23,,1,4717.93,Wrong Size
3050,60,,1,3999,Customer Changed Mind
3051,16,,1,5614.67,Wrong Size
3052,8,,1,6901.19,Damaged in Shipping
3053,39,,1,5422.56,Wrong Size
