rac_id,ord_id,cus_id,warehouse_id,tot_ret_item_cnt,tot_ret_amnt,return_date
2403,4359734,1837,1,1,4250.08,2013-03-13
2404,5863781,2420,3,1,4238.94,2016-07-31
2405,2051970,495,1,1,5631.35,2005-12-28
2406,3909796,1049,3,1,4692.46,2011-11-18
2407,4984659,159,3,1,5468.68,2017-11-13
2408,2717299,170,3,1,5490.14,2020-01-24
2409,5130549,928,2,1,3701.25,2010-02-07
2410,1423085,1821,3,1,8042.64,2009-10-31
2411,2922434,1162,1,1,3602.94,2015-07-14
2412,3362797,1926,1,1,4651.94,2002-11-21
2413,3298471,4,2,1,3219.63,2011-07-13
2414,3179888,913,1,1,4439.13,2007-10-31
2415,3613450,2494,1,1,4228.94,2014-01-25
2416,6327203,310,1,1,2305.65,2010-09-10
2417,5731844,930,1,1,4385.86,2012-06-24
2418,4308662,1542,1,1,1961,2008-09-23
2419,5255967,194,2,1,5800,2006-04-23
2420,7093623,2065,2,1,3393.6,2009-06-16
2421,1708131,946,3,1,6134.96,2003-07-09
2422,1356426,1721,1,1,4662.94,2006-05-16
2423,1213420,1633,2,1,4400,2019-03-28
2424,5851299,228,3,1,3619.94,2012-04-24
2425,3832481,1332,1,1,4775.29,2007-07-19
2426,5246608,1406,3,1,3563.85,2012-01-10
2427,2214446,778,2,1,4752.76,2014-07-20
2428,4414431,666,3,1,5801.45,2002-05-15
2429,3556474,2516,1,1,6117.95,2013-03-23
2430,5868564,192,3,1,3399,2018-03-04
2431,5023755,1257,2,1,7728.26,2018-05-28
2432,6651903,460,1,1,4159.99,2011-11-03
2433,4536857,1582,3,1,6052.36,2014-09-27
2434,2271862,1599,1,1,4662.94,2003-03-26
2435,6412341,873,1,1,7805.95,2009-12-19
2436,2760984,382,2,1,4594.56,2020-02-24
2437,6826949,2116,2,1,2325.44,2003-09-16
2438,3915791,1619,3,1,6229.34,2011-01-10
2439,5415527,659,3,1,2799,2018-11-22
2440,1491482,2215,1,1,3982.04,2006-12-12
2441,2687185,868,1,1,4450.94,2012-06-10
2442,2905938,1813,1,1,8161.99,2005-10-16
2443,1423085,1821,3,1,8042.64,2009-06-20
2444,4185159,93,1,1,3399,2001-06-12
2445,2228922,1748,1,1,4227.99,2003-10-27
2446,2382046,727,1,1,4784.69,2020-02-25
2447,5833265,728,3,1,5744.75,2003-12-27
2448,6684566,2466,1,1,3640,2003-01-12
2449,1266062,2290,2,1,8065.74,2011-08-13
2450,2691622,2517,1,1,6705.16,2014-04-10
2451,6243253,1165,1,1,2296.86,2012-07-08
2452,6293430,1969,2,1,4199,2006-09-09
2453,5119112,143,2,1,3614.33,2017-01-01
2454,4652928,1310,2,1,4504.99,2000-10-30
2455,4139756,2477,1,1,4981.41,2012-12-19
2456,4461691,536,1,1,2293.56,2008-01-22
2457,3763197,642,3,1,5591.03,2009-06-22
2458,6849244,1557,1,1,6030.96,2011-12-15
2459,3894500,2283,2,1,4664,2000-09-18
2460,4862907,542,2,1,3666.25,2016-08-29
2461,6194337,2031,3,1,5375.99,2013-09-11
2462,6842420,547,2,1,5720,2018-10-04
2463,3085105,328,2,1,6901.19,2017-06-19
2464,1653270,1532,1,1,3799,2013-06-24
2465,3623990,1630,2,1,4948.04,2017-12-30
2466,4782325,748,3,1,4288.93,2009-04-12
2467,5495411,2372,3,1,5379.45,2018-04-28
2468,1253281,1059,1,1,3247.84,2016-06-01
2469,7276203,247,3,1,4507.5,2007-06-28
2470,1550955,1283,3,1,4238.94,2016-03-09
2471,2801694,1101,1,1,6395,2008-05-19
2472,6648685,1496,2,1,3816,2010-05-25
2473,7126441,1011,3,1,6311.93,2016-08-29
2474,3697053,1555,1,1,6395,2012-12-20
2475,6057542,1952,1,1,6810.68,2009-11-24
2476,4874959,479,2,1,3417.67,2007-07-31
2477,3828848,2208,1,1,1961,2007-12-24
2478,5148735,2525,1,1,4678.96,2018-07-13
2479,2804923,2486,1,1,6252.94,2000-07-29
2480,5643688,1843,3,1,4941.03,2007-12-22
2481,1527511,347,1,1,4250,2018-05-15
2482,2358837,2318,2,1,1850,2010-06-07
2483,5918814,2038,3,1,1951.75,2002-10-13
2484,1503686,1404,1,1,4483.75,2016-04-18
2485,1996455,2510,2,1,6134.96,2018-06-22
2486,4782718,320,1,1,5720,2007-08-13
2487,6604948,1147,2,1,3999,2009-07-15
2488,3611343,910,3,1,5006.53,2005-09-13
2489,3220490,1268,1,1,3999,2003-01-01
2490,2898996,1534,2,1,5271.99,2005-01-18
2491,2588796,84,2,1,4600.99,2001-09-16
2492,6420711,2572,2,1,4595.8,2006-05-18
2493,1826241,2152,3,1,3572.2,2016-12-18
2494,6106329,274,1,1,4505,2006-05-08
2495,5292229,775,2,1,4379.56,2002-11-17
2496,5023755,1257,2,1,7728.26,2018-07-28
2497,4328842,1560,2,1,4432.75,2001-01-14
2498,5850613,1651,3,1,4026.94,2002-01-25
2499,1491482,2215,1,1,3982.04,2006-10-04
2500,3832481,1332,1,1,4775.29,2007-08-25
2501,2631396,1941,3,1,1949.99,2018-08-28
2502,7152637,2001,3,1,4170.96,2011-04-05
2503,3026232,810,1,1,4238.94,2001-10-11
2504,4952327,1481,1,1,4300.32,2015-09-23
2505,3782457,1250,3,1,2086.49,2016-03-26
2506,2525011,883,1,1,4959.74,2000-09-03
2507,5292229,775,2,1,4379.56,2003-02-09
2508,7126778,1836,3,1,3799,2016-11-19
2509,7376150,696,3,1,5071.04,2019-02-21
2510,2615397,462,3,1,2639,2018-06-20
2511,6842234,855,3,1,5800,2014-11-03
2512,1640973,2199,2,1,4300.32,2001-05-12
2513,5643688,1843,3,1,4941.03,2007-12-20
2514,3463905,2292,1,1,5685.11,2010-07-15
2515,6678036,1684,3,1,4494.38,2014-09-28
2516,3495920,1610,3,1,4661.27,2015-04-12
2517,4184865,1550,1,1,4955.28,2006-06-20
2518,2859034,2213,1,1,4238.94,2015-07-25
2519,6973209,2164,2,1,5029.7,2011-11-16
2520,7081422,2091,2,1,6206,2001-10-13
2521,1137722,1161,2,1,3500,2005-05-27
2522,1911288,102,3,1,4450.94,2015-04-28
2523,4139756,2477,1,1,4981.41,2013-01-05
2524,2283002,1457,1,1,3555.35,2013-11-19
2525,2107831,248,2,1,2639,2019-12-02
2526,4242440,1634,2,1,6240.99,2016-09-20
2527,1657329,2118,2,1,5765.7,2010-01-29
2528,3163903,124,1,1,4901.52,2019-05-16
2529,1961096,1892,3,1,5974.64,2006-04-30
2530,4812687,1191,2,1,7868.29,2000-09-15
2531,3472217,2401,2,1,7399,2000-02-08
2532,5573567,2539,2,1,3199,2016-07-25
2533,7152637,2001,3,1,4170.96,2011-05-27
2534,1806138,1359,1,1,8000,2018-08-23
2535,4213716,2582,1,1,6282.44,2019-08-11
2536,4470702,16,3,1,4177.99,2007-05-11
2537,4344290,2381,2,1,3406.94,2006-03-26
2538,7360034,2087,2,1,3572.2,2011-06-08
2539,1564158,1504,2,1,5848.19,2010-12-09
2540,3243806,1921,1,1,6081.3,2004-05-02
2541,4443017,1545,3,1,3129.36,2009-03-07
2542,4139756,2477,1,1,4981.41,2012-12-17
2543,5876319,1462,2,1,3852.18,2006-04-25
2544,4138207,1397,3,1,5677.05,2008-10-29
2545,2398667,602,1,1,6646.65,2020-03-03
2546,6598912,1717,2,1,5899,2005-04-15
2547,1951466,24,3,1,5967.51,2004-01-05
2548,2024990,1658,3,1,4288.93,2002-04-07
2549,2098429,1236,2,1,5828.94,2011-04-30
2550,4220111,902,2,1,6834.66,2003-04-20
2551,1705258,1252,2,1,4664,2007-01-08
2552,3507926,1885,2,1,4505,2006-12-13
2553,3070212,1464,3,1,5005.98,2015-07-09
2554,3362797,1926,1,1,4651.94,2003-04-28
2555,5297671,1087,3,1,7935.43,2006-10-04
2556,2159284,1393,1,1,6901.19,2018-11-23
2557,5528311,1082,1,1,3816,2001-03-22
2558,1882503,1035,3,1,3589.05,2008-10-18
2559,6819487,558,3,1,5636.73,2003-12-11
2560,4814969,1093,3,1,3733.36,2016-12-03
2561,4144055,136,2,1,3972.78,2017-08-25
2562,2399306,1627,3,1,4524,2017-06-10
2563,1570097,1076,1,1,4213.91,2007-08-12
2564,4645278,2580,2,1,3739,2014-03-02
2565,3513653,2228,3,1,4574.96,2004-04-05
2566,6690885,909,3,1,3982.04,2015-04-08
2567,4978938,1868,2,1,5885,2014-08-07
2568,6735437,629,1,1,5671.67,2015-08-05
2569,2435463,1867,2,1,4504.99,2002-10-31
2570,1503071,1065,2,1,4556.94,2011-06-03
2571,3719367,2591,3,1,5720,2008-01-28
2572,5402187,781,3,1,7907.68,2001-07-27
2573,3303963,216,1,1,7694.96,2000-08-10
2574,2040966,2404,2,1,4280.22,2004-12-12
2575,6399921,1601,3,1,3999,2019-09-13
2576,1170910,386,2,1,4518.66,2006-03-22
2577,1674559,2561,1,1,3799,2004-07-03
2578,6788238,1243,2,1,4260.13,2004-10-22
2579,4348370,1354,2,1,3999,2014-04-15
2580,6439301,390,1,1,4662.94,2011-03-14
2581,3586571,1535,2,1,3154.94,2014-08-08
2582,1532917,1230,1,1,7868.84,2018-05-17
2583,4185553,1853,2,1,3563.85,2010-06-30
2584,2498103,857,2,1,5222.5,2015-07-25
2585,4390575,1817,3,1,4588.16,2011-05-14
2586,7106530,1074,1,1,1961,2001-03-28
2587,6801456,11,3,1,5800,2009-03-18
2588,3238299,1649,3,1,4627.9,2004-07-18
2589,1882503,1035,3,1,3589.05,2008-08-21
2590,3795030,838,1,1,2358.43,2004-04-22
2591,5271578,1679,3,1,4505,2017-09-27
2592,3619484,874,2,1,4854.99,2003-01-31
2593,3362797,1926,1,1,4651.94,2003-04-07
2594,7188213,1561,1,1,3620.23,2006-04-16
2595,4984659,159,3,1,5468.68,2018-01-06
2596,6452711,1158,1,1,7925.03,2016-11-07
2597,4110943,585,1,1,4699.09,2004-02-02
2598,4984659,159,3,1,5468.68,2017-11-11
2599,6931090,1108,3,1,5271.99,2005-10-30
2600,1438841,979,1,1,3962.36,2018-07-19
2601,5086471,1986,3,1,3950.96,2009-07-13
2602,3015647,710,2,1,6175.94,2019-07-31
2603,2847748,2059,3,1,3009,2010-03-29
2604,6489426,2548,1,1,4252.94,2001-05-16
2605,2781128,1068,2,1,5898.75,2013-11-17
2606,2680115,1342,2,1,5482.87,2005-08-30
2607,4215702,1190,2,1,4543.58,2012-03-07
2608,4611661,1291,1,1,2352.93,2001-11-13
2609,7351062,2484,1,1,5049.19,2015-08-18
2610,2709440,808,2,1,3894.43,2001-07-30
2611,6860822,298,2,1,4260.13,2002-05-18
2612,4136230,866,2,1,6252.94,2018-10-11
2613,7008254,726,1,1,4192.95,2010-06-07
2614,1753655,2120,1,1,2797.34,2006-08-22
2615,7109598,575,3,1,6124.8,2006-03-06
2616,6727420,179,3,1,4238.94,2011-03-16
2617,2933338,6,3,1,4238.94,2002-06-29
2618,7099776,626,1,1,7916.93,2006-06-01
2619,1634354,1247,2,1,2073.81,2006-03-29
2620,2435463,1867,2,1,4504.99,2003-02-09
2621,1849078,700,2,1,3500,2003-05-04
2622,5431110,901,3,1,4574.96,2017-04-13
2623,7231279,2101,3,1,5527.68,2008-11-05
2624,4157780,2360,3,1,3673.99,2006-11-04
2625,6068805,2573,2,1,5300,2006-07-11
2626,1333321,1876,1,1,1984.13,2020-05-15
2627,7188213,1561,1,1,3620.23,2006-04-15
2628,3266665,607,2,1,3672.44,2011-05-20
2629,1184975,2447,1,1,4705.77,2006-08-15
2630,1238802,949,1,1,4428.82,2003-06-10
2631,3572324,1012,2,1,3247.84,2011-06-26
2632,4983307,1606,1,1,5059.8,2018-11-13
2633,5417203,10,1,1,5967.51,2015-12-06
2634,3283550,2032,1,1,4238.94,2020-02-25
2635,2489233,2504,3,1,3673.99,2011-06-04
2636,2965252,1344,1,1,4222.94,2001-01-02
2637,6130139,885,3,1,3888.56,2000-06-12
2638,6088058,1886,2,1,5099,2004-06-27
2639,6383954,924,2,1,3799,2012-10-03
2640,1172361,879,1,1,5609.99,2016-04-18
2641,2419545,683,3,1,4526.25,2012-12-27
2642,2776195,2568,2,1,6030.96,2001-01-08
2643,6946114,640,1,1,5718.96,2014-02-18
2644,3395514,1156,1,1,4640.95,2013-02-02
2645,4830064,1437,2,1,2296.86,2015-06-03
2646,1406763,1254,1,1,4941.03,2016-06-30
2647,5402187,781,3,1,7907.68,2001-11-01
2648,6168208,2271,2,1,3129.36,2001-08-04
2649,2321304,1866,3,1,4238.94,2019-12-29
2650,3293788,3,1,1,3199,2014-09-23
2651,4926179,1042,2,1,6858.64,2006-01-16
2652,5046694,265,3,1,3337.44,2010-12-27
2653,5803492,538,2,1,6167.24,2010-05-12
2654,3118121,1917,1,1,4871.32,2015-06-14
2655,6574015,1382,3,1,3001.93,2012-03-21
2656,2410742,1923,3,1,8520,2005-06-10
2657,4618479,2412,3,1,4481.67,2005-04-03
2658,4302319,309,2,1,2073.81,2009-03-21
2659,5673381,134,1,1,4924.75,2012-12-26
2660,2446168,1193,1,1,5636.73,2011-03-23
2661,5050800,2244,3,1,8161.99,2006-03-12
2662,5465016,1400,1,1,5053.43,2009-04-25
2663,1756068,1786,3,1,5656.41,2016-07-08
2664,6894826,197,1,1,4273.93,2015-06-01
2665,5818580,907,1,1,5547.46,2008-11-12
2666,1406295,1981,2,1,4085.14,2010-09-13
2667,3414490,2583,1,1,4470.96,2001-10-13
2668,2910381,1686,3,1,3519.97,2006-03-27
2669,2621265,1707,2,1,3337.44,2005-05-21
2670,2237269,680,1,1,5830,2003-01-11
2671,1549154,2239,2,1,5632.19,2003-12-18
2672,4614282,2149,2,1,8000,2007-11-12
2673,2686012,769,3,1,3820.95,2017-03-14
2674,7265800,976,2,1,7925.03,2007-10-03
2675,2113844,798,2,1,3632.68,2015-09-12
2676,6819487,558,3,1,5636.73,2003-10-17
2677,5990615,2184,2,1,2994.93,2014-03-15
2678,6185199,903,3,1,6252.94,2012-06-15
2679,5305023,1062,3,1,8073.44,2000-11-15
2680,5768219,1766,2,1,4543.58,2010-09-20
2681,4130135,702,1,1,7842.94,2002-11-14
2682,2716051,1081,2,1,4523.95,2019-04-03
2683,7033371,2259,2,1,3534.96,2015-09-07
2684,5534307,1415,1,1,8000,2003-08-21
2685,5687495,2046,3,1,3899.78,2010-07-12
2686,6487845,1392,2,1,5024.17,2019-02-16
2687,4646893,378,2,1,4578.44,2014-04-22
2688,5697518,104,2,1,4505,2005-05-15
2689,4811446,1105,3,1,4662.94,2018-07-09
2690,2030531,72,1,1,5490.14,2016-11-20
2691,5305023,1062,3,1,8073.44,2001-02-25
2692,6518320,2468,2,1,1961,2013-03-23
2693,1938477,2398,3,1,5343.75,2013-03-30
2694,2630256,1498,3,1,8480,2001-05-07
2695,6500666,193,3,1,4260.13,2003-12-26
2696,6997790,1228,3,1,6252.94,2011-03-24
2697,6735437,629,1,1,5671.67,2015-08-24
2698,4193343,2220,2,1,5375.99,2006-06-25
2699,2227342,2524,2,1,7879.94,2000-07-12
2700,4562034,1913,3,1,4508.54,2004-05-03
2701,4468374,125,2,1,8448,2014-01-28
2702,6130139,885,3,1,3888.56,2000-04-22
2703,4018672,2084,1,1,4018.99,2003-05-29
2704,1391031,424,2,1,4611.74,2002-05-05
2705,5472777,858,2,1,3500,2014-07-24
2706,4733459,2140,1,1,3189.54,2019-08-27
2707,6960040,14,3,1,5946.59,2013-02-28
2708,6920344,5,2,1,3186.56,2017-03-26
2709,5931940,2206,1,1,5170.56,2005-07-26
2710,5496005,586,1,1,4723.48,2001-12-28
2711,4956473,1033,1,1,4745,2011-10-21
2712,2114241,1476,2,1,4611,2003-05-30
2713,7212565,2540,1,1,4238.94,2001-10-28
2714,6045123,1197,3,1,4611,2006-07-05
2715,4185553,1853,2,1,3563.85,2010-01-17
2716,6971588,2134,1,1,4685.19,2010-11-28
2717,1374948,2358,1,1,5641.03,2011-07-26
2718,5767252,2260,2,1,5720,2000-10-05
2719,1895617,56,3,1,8320,2004-04-28
2720,5847656,1153,1,1,4199,2018-10-19
2721,6107890,534,1,1,5614.67,2011-07-06
2722,2489591,1167,3,1,4238.94,2019-10-01
2723,4234556,67,3,1,2330.94,2010-10-26
2724,7297984,1944,3,1,4717.2,2015-05-29
2725,4786798,739,2,1,2784.15,2013-08-10
2726,4560641,484,2,1,8000.69,2009-06-28
2727,3879768,2297,1,1,4504.99,2014-11-25
2728,2139823,2590,2,1,3585.95,2008-07-12
2729,2308440,568,3,1,7868.29,2000-08-25
2730,7151327,49,3,1,6024.08,2014-05-16
2731,6715387,1319,1,1,4784.69,2017-10-18
2732,3697733,1666,1,1,4238.94,2016-07-14
2733,1548862,1442,3,1,4502.81,2017-11-02
2734,3336106,2282,1,1,4440.44,2002-06-21
2735,2612228,439,3,1,6146.94,2018-08-29
2736,1694460,214,2,1,5995.79,2019-12-30
2737,3695305,100,2,1,4924.75,2015-12-16
2738,4877732,334,3,1,5018.23,2018-03-05
2739,5993683,500,1,1,2799,2013-07-03
2740,1436374,2405,3,1,6134.96,2000-09-11
2741,1123927,2390,1,1,8320,2016-02-15
2742,2215530,1678,2,1,6949.79,2018-07-24
2743,3257154,546,2,1,4813.93,2012-05-06
2744,5834421,1239,1,1,5406.96,2013-10-13
2745,1428972,2090,1,1,5899,2019-05-16
2746,5118679,1351,2,1,3645.43,2015-11-19
2747,4003357,414,3,1,8000,2005-08-25
2748,6298171,1728,2,1,6395,2010-11-02
2749,4905979,436,1,1,3378.14,2007-06-07
2750,1769703,932,2,1,4238.94,2012-08-04
2751,3958770,978,1,1,4526.25,2012-11-15
2752,1342678,1071,3,1,5995.79,2003-08-07
2753,2402430,2085,2,1,5507.74,2019-06-26
2754,5454867,633,2,1,4768.94,2007-12-19
2755,4344290,2381,2,1,3406.94,2006-02-01
2756,7301396,1548,3,1,4026.94,2009-07-02
2757,3018905,927,1,1,3876.06,2012-06-13
2758,4039624,829,3,1,5300,2006-05-19
2759,6129814,1963,1,1,4924.75,2012-01-18
2760,3365087,605,3,1,3950.96,2012-05-16
2761,2631396,1941,3,1,1949.99,2018-11-20
2762,5054748,472,1,1,3720.31,2016-03-07
2763,4312665,1568,2,1,4717.93,2017-07-05
2764,7231279,2101,3,1,5527.68,2008-08-21
2765,1521673,1778,3,1,4420,2003-04-26
2766,4886256,1889,2,1,4745,2005-11-08
2767,3758613,254,3,1,5946.59,2005-01-16
2768,7065905,599,2,1,4450.94,2015-06-22
2769,3899462,1046,2,1,4956.15,2017-04-12
2770,6779348,1731,3,1,1949.99,2011-09-09
2771,5758532,464,2,1,7813.34,2017-04-24
2772,7324361,2037,2,1,6590.49,2013-08-10
2773,5301170,473,3,1,6223.45,2001-11-08
2774,3590871,1396,2,1,4037.53,2016-07-24
2775,3331329,2029,1,1,2966.94,2015-06-02
2776,5760970,1519,1,1,5885,2005-12-18
2777,7370311,573,1,1,3390.94,2015-05-05
2778,2438798,1645,2,1,8000,2001-09-07
2779,6111801,752,2,1,7879.94,2008-06-14
2780,1370324,2418,2,1,4901.25,2017-04-30
2781,1991765,571,2,1,6252.94,2010-08-24
2782,1920344,1655,3,1,4556.63,2009-05-23
2783,4389481,169,1,1,2350.18,2007-11-07
2784,6701780,1984,3,1,4429.95,2017-01-14
2785,6758597,2022,3,1,3722.25,2004-05-06
2786,7332566,612,3,1,5455.93,2010-10-31
2787,1671573,2482,3,1,6650.8,2001-08-18
2788,1794189,1336,1,1,3480.99,2002-03-16
2789,1476898,2440,3,1,3948.38,2010-07-11
2790,6711357,975,1,1,4470.96,2000-08-19
2791,4298585,1472,1,1,5857.5,2018-11-08
2792,6058763,816,1,1,4176.96,2002-02-03
2793,6727420,179,3,1,4238.94,2011-02-10
2794,2837022,1370,1,1,6134.96,2004-09-25
2795,3611343,910,3,1,5006.53,2005-10-30
2796,4591743,2341,3,1,5698.55,2012-10-22
2797,5821289,869,2,1,5040.75,2013-01-17
2798,2485263,942,1,1,4238.94,2011-02-18
2799,4542285,686,2,1,6395,2013-05-17
2800,7376738,2131,2,1,7868.84,2001-05-16
2801,1931953,2053,2,1,5725.43,2008-08-29
2802,5423174,1839,2,1,4982.82,2004-01-19
2803,1386475,2445,3,1,4641.25,2015-07-05
2804,3782457,1250,3,1,2086.49,2016-04-30
2805,1534284,1135,1,1,4368,2016-01-18
2806,6923896,457,2,1,4808.31,2001-01-09
2807,6440680,2424,3,1,4278.93,2015-09-15
2808,2587112,397,2,1,3739,2011-05-29
2809,2364439,1246,1,1,4000.73,2011-03-01
2810,6796000,2522,1,1,3393.6,2003-09-17
2811,4703033,1806,1,1,4831.83,2013-06-04
2812,4138673,1573,2,1,4901.25,2004-08-28
2813,7112703,91,1,1,6146.94,2010-03-03
2814,3245349,2584,3,1,4627.9,2018-12-29
2815,1599106,791,2,1,4958.5,2019-11-18
2816,4616040,1479,3,1,5698.55,2005-05-17
2817,5168047,221,2,1,4557.99,2003-05-21
2818,2671865,1431,1,1,4955.28,2005-01-21
2819,3085105,328,2,1,6901.19,2017-07-14
2820,1916322,1882,3,1,3710,2017-06-18
2821,1164924,1418,3,1,3963.34,2013-12-01
2822,3201868,2402,1,1,3504.8,2011-06-07
2823,7151327,49,3,1,6024.08,2014-01-18
2824,4213716,2582,1,1,6282.44,2019-08-29
2825,1401581,1879,1,1,3204.59,2006-05-15
2826,1769703,932,2,1,4238.94,2012-09-17
2827,6605087,772,2,1,4589.25,2010-07-21
2828,6682691,2067,3,1,4471.94,2018-02-26
2829,1971410,644,2,1,4238.94,2007-11-04
2830,2678429,253,3,1,2752.48,2011-11-06
2831,1564158,1504,2,1,5848.19,2010-12-13
2832,4215702,1190,2,1,4543.58,2012-02-21
2833,3661656,63,2,1,4244.05,2012-12-06
2834,1902014,569,1,1,4941.03,2015-12-19
2835,1273816,672,3,1,8258.24,2008-07-13
2836,3819570,1194,3,1,4188.95,2016-02-02
2837,4350229,1967,2,1,8580,2004-10-17
2838,5144802,2554,3,1,4588.16,2009-08-30
2839,1516790,1213,2,1,5271.99,2000-10-24
2840,3534753,335,2,1,5000,2019-04-29
2841,3753313,122,1,1,1967.48,2003-01-12
2842,2187369,1044,1,1,4288.93,2005-01-20
2843,4054195,127,3,1,5510.94,2002-03-11
2844,6931090,1108,3,1,5271.99,2005-09-19
2845,5460377,2276,1,1,3689.85,2002-01-22
2846,4207952,785,3,1,4981.41,2006-02-18
2847,3740745,1163,2,1,8448,2017-07-27
2848,6949188,1173,1,1,5206.98,2005-02-24
2849,4274782,31,3,1,3572.2,2002-05-07
2850,5352060,2158,1,1,6479.99,2007-08-01
2851,4614282,2149,2,1,8000,2007-09-03
2852,5803492,538,2,1,6167.24,2010-08-18
2853,4895081,2269,1,1,4433.05,2014-05-02
2854,4995431,317,2,1,5615.22,2019-03-14
2855,4058329,2253,3,1,7842.94,2019-02-27
2856,2484079,1878,1,1,3406.94,2017-11-28
2857,6416425,66,1,1,5271.99,2018-07-02
2858,2328646,1077,1,1,4416.14,2004-06-13
2859,3335955,1116,1,1,4064.93,2015-04-19
2860,5673381,134,1,1,4924.75,2013-04-18
2861,4470702,16,3,1,4177.99,2007-05-31
2862,5584011,2216,1,1,4502.81,2019-10-31
2863,3220438,142,1,1,2027.99,2018-03-23
2864,5318762,2010,1,1,4557.99,2002-08-03
2865,1819278,2453,3,1,4626.23,2011-01-08
2866,6959598,1670,1,1,5500,2005-02-18
2867,6037920,2112,1,1,4258.94,2003-03-17
2868,4241228,1946,3,1,5671.67,2019-02-05
2869,1535690,1698,2,1,3401.62,2018-06-01
2870,3619484,874,2,1,4854.99,2003-02-19
2871,3043936,828,2,1,4218.95,2014-07-27
2872,4092344,1057,2,1,3504.8,2016-06-16
2873,6273327,916,1,1,7842.94,2013-04-28
2874,7055600,1448,2,1,3399,2003-08-01
2875,2961791,1833,1,1,4300.32,2017-02-22
2876,3911168,2298,3,1,4571.99,2013-03-21
2877,6772820,2245,1,1,5816.25,2018-12-08
2878,4841909,817,1,1,3402.14,2016-05-05
2879,3759584,528,2,1,5510.94,2011-11-28
2880,2922434,1162,1,1,3602.94,2015-08-07
2881,1538267,2028,2,1,2639,2010-10-03
2882,1200543,96,2,1,5588.31,2013-10-01
2883,6300542,2173,1,1,6778.7,2002-07-06
2884,3327590,2307,2,1,5362.5,2016-05-09
2885,2537962,1924,2,1,5275,2006-11-30
2886,1956172,1579,3,1,4963.2,2008-07-17
2887,3468331,1447,1,1,4524,2009-05-06
2888,2560752,366,3,1,6179.2,2020-04-09
2889,2666783,421,3,1,5406.96,2007-09-29
2890,6960612,663,1,1,4678.96,2004-01-09
2891,6300542,2173,1,1,6778.7,2002-09-06
2892,1282368,1321,3,1,5404.94,2007-07-18
2893,5993683,500,1,1,2799,2013-04-24
2894,6017416,1334,1,1,3500,2018-05-08
2895,5780157,255,2,1,4678.96,2016-01-28
2896,3048118,1403,1,1,4654.5,2005-08-25
2897,4233244,2233,1,1,5375.99,2005-09-28
2898,3717120,355,3,1,5455.93,2014-05-18
2899,1434425,514,2,1,5656.41,2013-01-12
2900,4184333,2104,3,1,4288.93,2015-08-16
2901,6789481,1755,2,1,3530.08,2008-03-18
2902,1216694,1053,1,1,4845.77,2015-02-19
2903,2614702,356,3,1,5200,2002-10-24
2904,4832771,894,3,1,4556.63,2016-09-22
2905,1971410,644,2,1,4238.94,2007-12-13
2906,5835237,68,1,1,3948.38,2004-09-01
2907,2113844,798,2,1,3632.68,2015-05-22
2908,5261469,2044,2,1,5430.36,2018-01-19
2909,6644576,2457,2,1,2066.99,2003-07-05
2910,5968744,242,2,1,4433.05,2009-07-24
2911,6776988,952,1,1,3673.99,2019-06-24
2912,1660555,1865,2,1,4706.93,2000-12-22
2913,5595421,2485,1,1,5613.65,2007-03-07
2914,3548320,2185,3,1,5588.31,2001-12-24
2915,4350229,1967,2,1,8580,2004-10-31
2916,3316575,270,3,1,1961,2001-12-27
2917,1636234,973,3,1,4535.45,2006-10-05
2918,3225124,2138,2,1,4158.96,2003-11-24
2919,1642917,2506,1,1,4662.94,2010-12-08
2920,2784505,641,1,1,2952.95,2000-08-26
2921,4719489,2339,1,1,3630.67,2019-05-01
2922,6981719,1079,2,1,5717.37,2005-06-09
2923,6727420,179,3,1,4238.94,2011-03-08
2924,1588040,1875,1,1,3655.75,2009-08-21
2925,6552595,2063,1,1,4481.67,2004-11-30
2926,4940640,2051,2,1,4188.95,2008-06-07
2927,1908873,387,1,1,6901.19,2012-06-07
2928,5731787,121,3,1,8000,2015-03-29
2929,4213716,2582,1,1,6282.44,2019-11-09
2930,6285551,668,3,1,4539.74,2017-01-10
2931,6894826,197,1,1,4273.93,2015-03-27
2932,5234755,854,2,1,8114.17,2006-08-11
2933,3053293,1950,2,1,5362.5,2012-12-13
2934,3929267,2388,1,1,4775.29,2008-02-03
2935,2480700,929,3,1,3944.65,2016-06-05
2936,5382036,1186,3,1,5698.55,2011-01-21
2937,2146072,1861,3,1,3186.56,2016-07-30
2938,5123036,939,2,1,5995.68,2006-10-16
2939,3006134,2520,1,1,3834,2000-06-15
2940,2270326,616,1,1,3646.34,2016-01-11
2941,4797773,2369,3,1,4470.96,2001-09-13
2942,6520410,2062,3,1,4192.95,2000-01-28
2943,5111840,2393,2,1,3200.35,2007-07-07
2944,6689846,1413,2,1,3533.45,2008-03-18
2945,3193964,207,1,1,5609.99,2007-06-18
2946,3857180,1440,1,1,3799,2010-05-29
2947,6373242,2335,3,1,4179.75,2011-03-17
2948,3233574,1262,3,1,6753.12,2009-05-03
2949,5920416,27,2,1,2338.64,2018-11-26
2950,6440680,2424,3,1,4278.93,2015-09-11
2951,3819570,1194,3,1,4188.95,2016-02-11
2952,4595252,1369,1,1,3681.15,2002-09-28
2953,3570845,168,3,1,6220.5,2011-04-16
2954,3586980,2557,1,1,4449.9,2017-09-11
