ord_id,prod_id,quantity,line_total
7378665,22,1,7399.0
7378665,62,1,6240.99
7378665,37,2,6018.0
7378666,40,2,9237.8
7378666,17,1,5825.49
7378666,57,3,7256.7
7378666,39,1,5718.9
7378666,60,3,13196.7
7378667,37,1,3009.0
7378667,9,2,5598.0
7378667,42,2,10000.0
7378667,36,1,3370.0
7378667,32,1,4499.0
7378668,32,2,10347.7
7378669,34,1,6488.9
7378670,32,2,10347.7
7378670,50,1,6451.49
7378671,52,1,2639.0
7378672,57,3,7586.55
7378673,57,2,5057.7
7378673,2,3,12075.0
7378673,46,1,6182.39
7378673,7,1,4944.99
7378674,21,2,11598.0
7378674,1,2,11798.0
7378674,16,1,5271.99
7378675,1,2,11798.0
7378675,35,3,11997.0
7378675,54,3,16969.23
7378675,61,2,8398.0
7378676,20,2,8797.8
7378676,22,1,8138.9
7378677,26,1,3064.0
7378677,68,1,3999.0
7378678,9,1,2799.0
7378678,44,2,12790.0
7378678,25,1,4750.99
7378678,52,3,7917.0
7378679,53,3,22696.98
7378680,52,2,5278.0
7378680,48,1,5375.99
7378680,3,1,5499.0
7378680,2,2,7000.0
7378680,8,3,19439.97
7378681,31,3,13349.7
7378681,26,1,3064.0
7378681,7,1,4299.99
7378681,5,1,3480.99
7378682,52,1,2639.0
7378682,65,1,4400.0
7378682,39,2,10398.0
7378683,51,1,3673.99
7378683,59,2,9291.98
7378683,65,2,8800.0
7378683,3,3,16497.0
7378684,54,2,11312.82
7378684,69,2,7998.0
7378685,25,1,5463.64
7378685,14,1,9200.0
7378685,11,2,10810.0
7378685,59,3,16028.67
7378686,61,3,12597.0
7378686,65,2,8800.0
7378686,14,1,8000.0
7378686,34,1,5899.0
7378686,66,3,10197.0
7378687,45,3,16370.25
7378687,8,1,7451.99
7378687,26,2,7047.2
7378687,44,1,7354.25
7378688,26,3,9192.0
7378688,52,3,7917.0
7378688,16,3,15815.97
7378688,18,3,12600.0
7378689,5,1,3480.99
7378689,22,1,7399.0
7378689,9,1,2799.0
7378689,62,3,18722.97
7378689,57,2,4398.0
7378690,67,1,3799.0
7378690,11,3,14100.0
7378690,57,1,2199.0
7378690,2,3,10500.0
7378691,52,2,5278.0
7378691,46,2,10751.98
7378692,42,1,5000.0
7378692,7,2,8599.98
7378693,55,3,10589.96
7378693,51,3,12124.17
7378693,4,2,8379.78
7378693,19,3,14025.0
7378694,55,2,6418.16
7378695,10,1,5608.9
7378695,31,3,14684.67
7378695,60,3,13196.7
7378695,4,3,12569.67
7378695,41,2,9457.8
7378696,21,3,19136.7
7378696,69,1,4398.9
7378696,2,1,3850.0
7378696,38,3,14516.7
7378696,61,1,4618.9
7378697,52,3,7917.0
7378697,35,1,3999.0
7378698,31,3,13349.7
7378698,28,2,7999.98
7378698,59,3,13937.97
7378698,17,3,15887.7
7378698,43,3,9597.0
7378699,11,1,5170.0
7378700,53,1,7565.66
7378700,65,1,4400.0
7378700,41,1,4299.0
7378700,10,3,15297.0
7378701,24,3,22197.0
7378702,47,3,13865.52
7378702,63,3,6382.5
7378702,67,3,13106.55
7378702,55,2,7380.88
7378703,36,1,3370.0
7378703,30,1,4350.0
7378703,5,2,6961.98
7378703,6,2,3899.98
7378703,65,3,13200.0
7378704,7,2,9459.98
7378704,30,3,14355.0
7378704,64,2,7920.0
7378704,18,2,9240.0
7378704,34,1,6488.9
7378705,10,1,5863.85
7378705,24,3,25526.55
7378706,35,3,11997.0
7378706,25,1,4750.99
7378707,10,1,5099.0
7378707,28,2,7999.98
7378708,30,1,4350.0
7378708,66,1,3399.0
7378709,17,3,15887.7
7378709,61,1,4199.0
7378709,53,1,7565.66
7378710,27,1,4227.99
7378710,26,1,3064.0
7378711,22,3,24416.7
7378712,5,1,3480.99
7378712,63,3,5550.0
7378712,43,3,9597.0
7378713,36,1,3370.0
7378713,40,2,8398.0
7378714,65,3,15180.0
7378714,21,3,20006.55
7378714,20,3,13796.55
7378714,25,1,5463.64
7378715,2,2,8050.0
7378715,22,1,8508.85
7378715,42,1,5750.0
7378715,56,1,5180.74
7378716,59,2,10221.18
7378716,42,3,16500.0
7378716,53,2,16644.45
7378717,1,1,5899.0
7378717,45,3,14235.0
7378717,12,2,11000.0
7378717,3,3,16497.0
7378717,56,1,4504.99
7378718,12,1,6050.0
7378718,5,2,7658.18
7378718,31,1,4894.89
7378718,11,2,10340.0
7378718,67,1,4178.9
7378719,30,2,8700.0
7378719,56,3,13514.97
7378719,15,1,7699.99
7378719,52,3,7917.0
7378719,8,1,6479.99
7378720,39,2,10398.0
7378720,34,1,5899.0
7378721,30,2,8700.0
7378722,55,3,11071.33
7378722,69,3,13796.55
7378722,3,2,12647.7
7378722,17,2,12180.57
7378722,49,3,16142.55
7378723,39,3,15597.0
7378723,68,1,3999.0
7378724,36,3,10110.0
7378724,26,1,3064.0
7378725,6,1,1949.99
7378725,9,3,8397.0
7378725,31,2,8899.8
7378726,3,1,5499.0
7378727,20,3,13796.55
7378728,35,1,4398.9
7378728,57,2,4837.8
7378728,4,3,12569.67
7378728,43,2,7037.8
7378729,34,2,12977.8
7378729,62,3,20595.27
7378729,25,3,15678.27
7378729,42,1,5500.0
7378730,3,3,16497.0
7378730,1,2,11798.0
7378731,69,1,3999.0
7378732,41,3,12897.0
7378732,61,1,4199.0
7378732,26,1,3064.0
7378732,23,2,8798.0
7378733,59,2,9291.98
7378733,54,1,5656.41
7378733,35,3,11997.0
7378734,27,1,4227.99
7378734,66,1,3399.0
7378734,56,2,9009.98
7378735,13,2,12760.0
7378735,6,1,2144.99
7378735,63,1,2035.0
7378735,14,3,26400.0
7378736,48,1,5375.99
7378736,17,3,15887.7
7378736,19,3,12750.0
7378736,27,3,12683.97
7378736,36,1,3370.0
7378737,16,1,5271.99
7378737,9,2,5598.0
7378738,46,1,5375.99
7378738,65,1,4400.0
7378738,14,3,24000.0
7378738,6,1,1949.99
7378739,65,1,4400.0
7378739,8,2,12959.98
7378740,9,2,5598.0
7378741,19,3,14662.5
7378742,24,1,8138.9
7378742,27,2,9301.58
7378742,40,2,9237.8
7378742,61,1,4618.9
7378742,31,3,14684.67
7378743,49,2,10761.7
7378743,22,3,25526.55
7378744,29,3,11397.0
7378744,36,2,6740.0
7378744,43,2,6398.0
7378744,19,1,4250.0
7378745,10,1,5099.0
7378745,39,2,10398.0
7378745,2,2,7000.0
7378745,8,1,6479.99
7378746,4,3,11426.97
7378746,35,1,3999.0
7378746,60,1,3999.0
7378747,31,3,13349.7
7378747,16,3,15815.97
7378747,8,1,6479.99
7378748,26,2,7047.2
7378748,34,2,13567.7
7378748,1,1,6783.85
7378749,17,2,10591.8
7378749,67,1,3799.0
7378749,19,2,8500.0
7378749,54,2,11312.82
7378750,22,1,7399.0
7378750,21,1,5799.0
7378751,65,3,13200.0
7378751,17,3,15887.7
7378751,26,2,6128.0
7378752,14,3,24000.0
7378752,24,1,7399.0
7378752,10,3,15297.0
7378752,59,3,13937.97
7378752,1,1,5899.0
7378753,30,3,14355.0
7378753,61,1,4618.9
7378753,60,2,8797.8
7378754,12,3,16500.0
7378754,67,3,11397.0
7378754,17,1,5295.9
7378754,42,3,15000.0
7378754,51,2,7347.98
7378755,2,1,3500.0
7378755,68,1,3999.0
7378756,38,3,13197.0
7378756,61,2,8398.0
7378756,53,2,15131.32
7378757,10,1,5099.0
7378757,15,2,15399.98
7378757,7,3,12899.97
7378758,12,2,12100.0
7378758,9,2,6157.8
7378758,24,1,8138.9
7378758,45,3,15658.5
7378758,27,3,13952.37
7378759,6,3,6727.47
7378760,29,2,8737.7
7378760,63,2,4255.0
7378760,28,3,13799.97
7378761,32,2,9897.8
7378761,43,1,3518.9
7378761,46,2,11827.18
7378761,15,3,25409.97
7378762,67,1,3799.0
7378762,28,1,3999.99
7378763,43,3,10556.7
7378763,62,1,6865.09
7378763,25,2,10452.18
7378763,51,2,8082.78
7378764,7,2,8599.98
7378764,34,3,17697.0
7378765,43,2,6398.0
7378765,8,1,6479.99
7378765,62,2,12481.98
7378765,24,3,22197.0
7378766,21,3,20006.55
7378766,39,2,11957.7
7378766,43,2,7357.7
7378766,7,1,4944.99
7378766,67,1,4368.85
7378767,15,1,7699.99
7378767,4,1,3808.99
7378767,54,1,5656.41
7378767,49,1,4679.0
7378767,55,3,9627.24
7378768,16,3,18188.37
7378768,11,3,16215.0
7378768,63,3,6382.5
7378768,51,1,4225.09
7378769,61,3,12597.0
7378769,40,3,12597.0
7378769,25,1,4750.99
7378770,4,1,4189.89
7378770,41,1,4728.9
7378770,13,1,6380.0
7378770,65,3,14520.0
7378770,67,3,12536.7
7378771,44,1,7034.5
7378771,46,1,5913.59
7378771,66,2,7477.8
7378772,57,3,7586.55
7378772,32,2,10347.7
7378772,21,1,6668.85
7378772,67,2,8737.7
7378773,63,2,4070.0
7378773,34,3,19466.7
7378773,42,3,16500.0
7378773,26,3,10111.2
7378774,25,2,10452.18
7378774,44,2,14069.0
7378774,35,3,13196.7
7378775,25,1,4750.99
7378775,14,2,16000.0
7378775,64,2,7200.0
7378775,62,2,12481.98
7378775,47,1,4018.99
7378776,64,2,7200.0
7378776,20,2,7998.0
7378776,30,2,8700.0
7378776,22,2,14798.0
7378776,33,3,14564.97
7378777,44,2,12790.0
7378778,17,2,11650.98
7378778,57,1,2418.9
7378778,68,3,13196.7
7378778,62,1,6865.09
7378778,44,3,21103.5
7378779,64,1,3600.0
7378779,37,3,9027.0
7378779,62,1,6240.99
7378779,25,1,4750.99
7378780,7,2,9459.98
7378780,8,1,7127.99
7378780,40,3,13856.7
7378780,42,3,16500.0
7378781,67,3,11397.0
7378781,3,1,5499.0
7378781,29,3,11397.0
7378781,28,1,3999.99
7378781,15,2,15399.98
7378782,64,3,10800.0
7378782,3,1,5499.0
7378782,2,2,7000.0
7378782,17,2,10591.8
7378782,36,3,10110.0
7378783,44,1,7034.5
7378783,59,1,5110.59
7378784,5,3,10442.97
7378784,14,1,8000.0
7378784,65,2,8800.0
7378784,34,2,11798.0
7378784,11,2,9400.0
7378785,2,2,7000.0
7378785,18,3,12600.0
7378785,45,2,9490.0
7378785,16,3,15815.97
7378786,44,2,12790.0
7378787,59,3,16028.67
7378787,2,2,8050.0
7378787,34,2,13567.7
7378787,43,1,3678.85
7378787,1,3,20351.55
7378788,37,1,3309.9
7378788,35,3,13196.7
7378788,21,2,12757.8
7378788,45,2,10439.0
7378788,47,2,8841.78
7378789,52,2,5278.0
7378789,5,2,6961.98
7378789,43,3,9597.0
7378789,45,3,14235.0
7378790,53,2,15131.32
7378790,48,1,5375.99
7378791,60,2,7998.0
7378791,29,3,11397.0
7378791,53,2,15131.32
7378791,42,2,10000.0
7378792,3,3,18146.7
7378793,10,2,11217.8
7378793,33,1,5340.49
7378793,6,2,4289.98
7378793,59,1,5110.59
7378794,42,1,5000.0
7378794,33,1,4854.99
7378794,37,2,6018.0
7378794,22,3,22197.0
7378795,9,3,8397.0
7378795,68,1,3999.0
7378796,9,2,5598.0
7378796,35,3,11997.0
7378796,45,2,9490.0
7378797,41,1,4728.9
7378797,67,3,12536.7
7378797,22,1,8138.9
7378798,43,2,7037.8
7378798,2,1,3850.0
7378798,62,2,13730.18
7378798,33,1,5340.49
7378799,50,2,11219.98
7378799,24,2,14798.0
7378799,64,1,3600.0
7378800,60,2,7998.0
7378800,56,2,9009.98
7378800,5,3,10442.97
7378800,6,2,3899.98
7378800,25,3,14252.97
7378801,67,2,7598.0
7378802,17,2,12180.57
7378803,56,1,4504.99
7378803,11,3,14100.0
7378803,39,2,10398.0
7378804,31,2,9789.78
7378804,65,1,4840.0
7378804,67,3,12536.7
7378804,6,2,4289.98
7378805,32,2,9897.8
7378805,36,3,11121.0
7378806,49,1,4679.0
7378806,57,1,2199.0
7378806,66,3,10197.0
7378806,35,1,3999.0
7378807,52,3,7917.0
7378807,31,3,13349.7
7378807,15,2,15399.98
7378807,30,2,8700.0
7378808,16,3,15815.97
7378808,52,1,2639.0
7378808,5,3,10442.97
7378808,33,3,14564.97
7378809,3,2,12097.8
7378809,45,1,5219.5
7378809,56,1,4955.49
7378809,62,2,13730.18
7378810,39,1,5718.9
7378811,55,2,7059.98
7378811,6,1,2144.99
7378812,42,1,5000.0
7378812,44,2,12790.0
7378812,46,1,5375.99
7378813,24,2,14798.0
7378813,10,1,5099.0
7378813,47,2,8037.98
7378813,29,3,11397.0
7378813,64,2,7200.0
7378814,12,2,12650.0
7378814,29,2,8737.7
7378814,10,3,17591.55
7378815,54,1,6222.05
7378815,27,2,9301.58
7378816,57,1,2199.0
7378817,16,1,6062.79
7378818,32,1,4499.0
7378818,60,1,3999.0
7378819,54,3,16969.23
7378820,9,2,6157.8
7378820,17,2,11650.98
7378820,54,2,12444.1
7378820,18,1,4620.0
7378821,7,3,14834.97
7378821,46,1,6182.39
7378821,24,3,25526.55
7378821,22,1,8508.85
7378822,48,1,5913.59
7378822,47,2,8841.78
7378823,53,3,22696.98
7378823,30,2,8700.0
7378824,40,3,12597.0
7378824,60,1,3999.0
7378824,62,3,18722.97
7378824,12,1,5500.0
7378825,59,2,10685.78
7378825,19,2,9775.0
7378825,29,3,13106.55
7378825,68,3,13796.55
7378826,31,2,8899.8
7378826,60,2,7998.0
7378826,54,3,16969.23
7378826,19,1,4250.0
7378827,34,1,5899.0
7378827,59,1,4645.99
7378827,49,2,9358.0
7378827,15,1,7699.99
7378828,36,3,10110.0
7378829,62,2,12481.98
7378829,40,1,4199.0
7378829,29,2,7598.0
7378830,34,1,6488.9
7378830,51,2,8082.78
7378831,25,3,16390.92
7378831,44,3,22062.75
7378832,34,1,5899.0
7378832,6,3,5849.97
7378832,53,1,7565.66
7378832,29,2,7598.0
7378832,28,1,3999.99
7378833,32,1,4499.0
7378833,55,2,6418.16
7378834,48,3,16127.97
7378834,57,1,2199.0
7378834,8,3,19439.97
7378834,61,1,4199.0
7378834,52,3,7917.0
7378835,47,2,9243.68
7378836,35,3,13196.7
7378836,53,2,16644.45
7378836,69,1,4398.9
7378836,54,3,18666.15
7378837,25,3,14252.97
7378837,33,1,4854.99
7378837,10,1,5099.0
7378837,8,2,12959.98
7378838,39,1,5978.85
7378838,8,2,14903.98
7378838,20,3,13796.55
7378838,18,2,9660.0
7378838,41,3,14831.55
7378839,12,3,18975.0
7378840,1,1,6783.85
7378840,22,1,8508.85
7378841,67,3,13106.55
7378841,16,2,12125.58
7378842,19,1,4250.0
7378842,2,2,7000.0
7378842,5,3,10442.97
7378842,40,1,4199.0
7378842,57,3,6597.0
7378843,34,2,12977.8
7378843,15,1,8469.99
7378844,52,1,2639.0
7378844,8,1,6479.99
7378844,40,2,8398.0
7378845,66,2,7817.7
7378846,11,1,5170.0
7378846,62,1,6865.09
7378847,61,3,13856.7
7378847,3,3,18146.7
7378847,59,2,10221.18
7378847,46,1,5913.59
7378848,20,2,8797.8
7378848,16,1,5799.19
7378848,59,2,10221.18
7378849,68,1,3999.0
7378849,44,2,12790.0
7378850,68,1,3999.0
7378850,24,3,22197.0
7378850,37,1,3009.0
7378850,27,3,12683.97
7378850,7,3,12899.97
7378851,48,2,12364.78
7378851,25,3,16390.92
7378851,14,3,27600.0
7378851,30,1,5002.5
7378852,47,2,9243.68
7378852,44,2,14708.5
7378852,68,2,9197.7
7378852,61,3,14486.55
7378853,49,1,4679.0
7378853,13,1,5800.0
7378853,9,2,5598.0
7378853,55,1,3209.08
7378854,37,2,6018.0
7378854,66,2,6798.0
7378855,46,3,16127.97
7378855,9,1,2799.0
7378855,67,3,11397.0
7378855,28,1,3999.99
7378855,64,3,10800.0
7378856,37,1,3309.9
7378856,33,2,10680.98
7378856,4,3,12569.67
7378856,13,2,12760.0
7378856,8,2,14255.98
7378857,55,1,3690.44
7378857,23,2,10117.7
7378857,4,1,4380.34
7378857,65,2,10120.0
7378858,7,3,12899.97
7378858,10,1,5099.0
7378858,18,3,12600.0
7378858,67,1,3799.0
7378859,52,1,2639.0
7378859,20,2,7998.0
7378859,31,2,8899.8
7378859,28,2,7999.98
7378860,22,1,8508.85
7378860,30,2,10005.0
7378860,14,1,9200.0
7378860,27,1,4862.19
7378860,67,1,4368.85
7378861,65,3,14520.0
7378861,44,1,7034.5
7378861,30,2,9570.0
7378861,50,1,6170.99
7378861,14,3,26400.0
7378862,24,1,7399.0
7378863,21,3,17397.0
7378863,2,3,10500.0
7378863,50,3,16829.97
7378864,6,1,1949.99
7378864,14,1,8000.0
7378865,9,1,2799.0
7378865,50,1,5609.99
7378866,63,3,5550.0
7378866,24,2,14798.0
7378866,58,2,7478.0
7378866,21,1,5799.0
7378867,45,3,15658.5
7378867,11,1,5170.0
7378868,60,2,9197.7
7378868,58,1,4299.85
7378868,56,3,15542.22
7378868,16,1,6062.79
7378869,46,1,5913.59
7378869,45,2,10439.0
7378869,26,1,3370.4
7378870,21,2,12757.8
7378870,69,1,4398.9
7378871,63,1,1850.0
7378871,48,2,10751.98
7378871,25,2,9501.98
7378871,69,1,3999.0
7378872,49,3,14037.0
7378872,12,3,16500.0
7378872,25,2,9501.98
7378873,22,1,7399.0
7378874,16,2,10543.98
7378875,20,1,4398.9
7378876,59,1,5342.89
7378877,13,2,11600.0
7378877,44,1,6395.0
7378877,61,1,4199.0
7378877,4,1,3808.99
7378877,48,1,5375.99
7378878,22,3,22197.0
7378878,17,2,10591.8
7378879,38,2,9677.8
7378879,13,2,12760.0
7378879,51,3,12124.17
7378879,60,2,8797.8
7378879,47,1,4420.89
7378880,49,1,4679.0
7378881,18,2,8400.0
7378881,55,1,3209.08
7378881,8,3,19439.97
7378881,16,2,10543.98
7378882,46,3,17740.77
7378883,64,3,11880.0
7378883,17,2,11650.98
7378883,68,3,13196.7
7378884,11,2,9400.0
7378884,14,1,8000.0
7378884,9,2,5598.0
7378884,54,3,16969.23
7378884,63,3,5550.0
7378885,23,1,4399.0
7378885,54,1,5656.41
7378885,55,1,3209.08
7378886,25,3,15678.27
7378887,65,3,13200.0
7378887,56,3,13514.97
7378888,33,3,14564.97
7378888,50,1,5609.99
7378888,36,1,3370.0
7378888,46,1,5375.99
7378888,7,1,4299.99
7378889,56,2,9910.98
7378889,51,2,8082.78
7378889,10,2,11217.8
7378889,18,2,9240.0
7378890,61,1,4199.0
7378890,27,1,4227.99
7378890,45,1,4745.0
7378890,54,2,11312.82
7378891,17,3,17476.47
7378891,19,2,9350.0
7378892,43,2,6398.0
7378893,69,1,4598.85
7378894,25,1,4750.99
7378895,42,1,5000.0
7378895,37,1,3009.0
7378895,51,2,7347.98
7378895,62,3,18722.97
7378895,12,1,5500.0
7378896,59,3,13937.97
7378896,10,2,10198.0
7378896,32,3,13497.0
7378896,12,2,11000.0
7378897,57,3,6597.0
7378897,26,1,3064.0
7378897,2,2,7000.0
7378898,55,2,7380.88
7378898,52,3,9104.55
7378898,66,1,3908.85
7378898,27,1,4862.19
7378899,62,2,14354.28
7378899,60,2,9197.7
7378899,30,1,5002.5
7378900,66,2,6798.0
7378900,10,1,5099.0
7378900,48,2,10751.98
7378901,4,3,11426.97
7378902,41,3,14186.7
7378902,42,1,5500.0
7378902,7,3,14189.97
7378902,32,2,9897.8
7378903,3,3,18971.55
7378903,52,3,9104.55
7378903,49,3,16142.55
7378904,29,3,11397.0
7378904,20,3,11997.0
7378904,41,2,8598.0
7378904,67,2,7598.0
7378905,23,1,4399.0
7378905,49,2,9358.0
7378906,57,3,6597.0
7378906,43,3,9597.0
7378907,28,3,13199.97
7378908,23,1,4399.0
7378908,69,2,7998.0
7378909,33,2,10680.98
7378909,17,2,11650.98
7378909,5,2,7658.18
7378909,42,3,16500.0
7378910,36,1,3370.0
7378910,34,2,11798.0
7378910,19,2,8500.0
7378911,13,2,12760.0
7378912,7,2,8599.98
7378912,47,3,12056.97
7378912,53,1,7565.66
7378912,68,2,7998.0
7378912,17,3,15887.7
7378913,20,3,11997.0
7378913,67,1,3799.0
7378913,2,2,7000.0
7378913,47,1,4018.99
7378913,8,2,12959.98
7378914,55,1,3209.08
7378914,3,3,16497.0
7378914,16,2,10543.98
7378914,59,2,9291.98
7378915,35,1,4398.9
7378915,3,1,6048.9
7378915,54,1,6222.05
7378916,40,1,4199.0
7378916,1,1,5899.0
7378916,51,3,11021.97
7378917,58,2,7478.0
7378917,44,2,12790.0
7378917,21,2,11598.0
7378918,2,3,10500.0
7378919,10,3,15297.0
7378919,61,1,4199.0
7378919,23,1,4399.0
7378919,49,3,14037.0
7378920,22,2,14798.0
7378920,59,2,9291.98
7378920,52,3,7917.0
7378920,64,1,3600.0
7378920,38,2,8798.0
7378921,27,3,13952.37
7378921,52,1,2902.9
7378921,6,1,2144.99
7378922,30,2,10005.0
7378922,65,3,15180.0
7378922,35,1,4598.85
7378922,22,1,8508.85
7378922,67,2,8737.7
7378923,14,3,24000.0
7378923,49,1,4679.0
7378923,23,2,8798.0
7378924,24,3,25526.55
7378924,1,2,13567.7
7378925,55,1,3209.08
7378925,21,1,5799.0
7378925,40,3,12597.0
7378925,24,2,14798.0
7378925,51,2,7347.98
7378926,67,1,3799.0
7378927,61,2,8398.0
7378928,21,2,11598.0
7378928,65,1,4400.0
7378928,61,1,4199.0
7378929,40,3,13856.7
7378930,32,1,4948.9
7378930,12,1,6050.0
7378931,68,1,4398.9
7378932,52,2,5278.0
7378932,54,3,16969.23
7378932,62,1,6240.99
7378933,41,1,4299.0
7378933,30,3,13050.0
7378934,42,3,15000.0
7378934,62,1,6240.99
7378934,28,1,3999.99
7378935,48,3,16127.97
7378935,31,2,8899.8
7378935,40,1,4199.0
7378936,67,2,7598.0
7378936,47,3,12056.97
7378936,50,3,16829.97
7378936,45,2,9490.0
7378937,25,3,14252.97
7378937,40,3,12597.0
7378938,10,1,5099.0
7378939,21,2,11598.0
7378940,59,2,10221.18
7378940,69,2,8797.8
7378940,38,2,9677.8
7378941,48,1,6182.39
7378941,44,2,14708.5
7378941,2,2,8050.0
7378941,17,2,12180.57
7378941,5,2,8006.28
7378942,25,2,10927.28
7378942,17,1,6090.28
7378942,42,2,11500.0
7378942,34,1,6783.85
7378943,27,1,4650.79
7378943,57,1,2418.9
7378944,26,1,3064.0
7378944,3,2,10998.0
7378944,66,1,3399.0
7378944,68,2,7998.0
7378945,56,2,9910.98
7378945,25,2,10452.18
7378945,48,3,17740.77
7378945,39,2,11437.8
7378945,33,1,5340.49
7378946,56,2,9910.98
7378947,50,3,16829.97
7378947,55,3,9627.24
7378947,35,1,3999.0
7378948,32,3,13497.0
7378948,41,2,8598.0
7378948,50,1,5609.99
7378948,24,1,7399.0
7378948,42,2,10000.0
7378949,17,3,18270.85
7378949,25,2,10927.28
7378949,60,2,9197.7
7378949,29,3,13106.55
7378949,31,1,5117.38
7378950,25,1,4750.99
7378951,19,3,12750.0
7378951,26,2,6128.0
7378951,25,1,4750.99
7378952,51,2,7347.98
7378952,53,3,22696.98
7378952,40,1,4199.0
7378952,54,3,16969.23
7378952,37,3,9027.0
7378953,17,1,5295.9
7378953,36,1,3370.0
7378953,55,2,6418.16
7378954,11,3,14100.0
7378954,37,2,6018.0
7378955,21,3,17397.0
7378955,15,1,7699.99
7378956,10,3,15297.0
7378957,39,1,5199.0
7378957,59,2,9291.98
7378957,68,3,11997.0
7378957,54,3,16969.23
7378958,32,1,5173.85
7378958,38,2,10117.7
7378958,33,1,5583.24
7378959,52,2,5278.0
7378960,51,2,7347.98
7378960,32,3,13497.0
7378961,62,2,12481.98
7378961,22,2,14798.0
7378961,52,3,7917.0
7378962,5,1,4003.14
7378963,37,1,3009.0
7378963,19,3,12750.0
7378963,22,1,7399.0
7378963,42,2,10000.0
7378963,12,1,5500.0
7378964,38,3,13197.0
7378965,52,3,9104.55
7378965,57,3,7586.55
7378966,22,2,17017.7
7378967,58,1,3739.0
7378967,11,3,14100.0
7378968,4,2,8379.78
7378968,60,1,4398.9
7378968,68,2,8797.8
7378969,2,3,10500.0
7378969,16,2,10543.98
7378970,30,3,13050.0
7378970,56,2,9009.98
7378970,9,2,5598.0
7378970,69,1,3999.0
7378971,62,2,12481.98
7378971,13,1,5800.0
7378971,14,3,24000.0
7378971,34,1,5899.0
7378972,50,1,5609.99
7378973,26,1,3370.4
7378973,25,2,10452.18
7378973,35,3,13196.7
7378973,18,1,4620.0
7378973,28,1,4399.99
7378974,24,2,14798.0
7378974,67,2,7598.0
7378975,57,3,6597.0
7378975,15,1,7699.99
7378975,62,3,18722.97
7378975,29,3,11397.0
7378975,49,2,9358.0
7378976,33,3,16021.47
7378976,43,3,10556.7
7378976,20,3,13196.7
7378976,44,3,21103.5
7378976,39,2,11437.8
7378977,20,2,8797.8
7378978,15,3,23099.97
7378978,39,1,5199.0
7378978,63,2,3700.0
7378978,52,1,2639.0
7378979,59,2,10221.18
7378979,57,3,7256.7
7378979,3,3,18146.7
7378979,21,2,12757.8
7378980,51,3,11021.97
7378980,62,1,6240.99
7378980,1,3,17697.0
7378980,4,2,7617.98
7378980,9,2,5598.0
7378981,8,1,7127.99
7378981,55,2,7059.98
7378981,40,1,4618.9
7378982,69,1,4398.9
7378982,41,1,4728.9
7378982,13,3,19140.0
7378982,4,1,4189.89
7378983,26,2,7047.2
7378983,4,2,8760.68
7378983,34,2,13567.7
7378983,64,3,12420.0
7378984,9,2,5598.0
7378984,27,3,12683.97
7378984,18,1,4200.0
7378985,44,1,6395.0
7378985,14,1,8000.0
7378985,8,2,12959.98
7378986,25,2,9501.98
7378987,60,3,11997.0
7378987,58,1,3739.0
7378987,31,3,13349.7
7378987,69,3,11997.0
7378987,25,3,14252.97
7378988,29,1,3799.0
7378988,2,1,3500.0
7378988,67,2,7598.0
7378989,35,2,9197.7
7378990,35,3,11997.0
7378990,39,3,15597.0
7378991,41,2,8598.0
7378991,42,2,10000.0
7378991,20,2,7998.0
7378991,8,2,12959.98
7378991,23,2,8798.0
7378992,45,3,15658.5
7378992,62,1,6865.09
7378992,66,3,11216.7
7378992,20,3,13196.7
7378993,27,2,8455.98
7378993,5,2,6961.98
7378993,2,1,3500.0
7378994,64,3,11880.0
7378994,39,3,17156.7
7378995,44,1,6395.0
7378995,69,3,11997.0
7378996,12,2,11000.0
7378997,31,1,4449.9
7378997,6,1,1949.99
7378997,67,3,11397.0
7378997,30,3,13050.0
7378998,22,2,14798.0
7378999,39,1,5978.85
7378999,64,1,4140.0
7378999,11,2,10810.0
7379000,60,3,11997.0
7379001,19,3,12750.0
7379002,57,3,6597.0
7379002,2,2,7000.0
7379002,15,2,15399.98
7379002,13,3,17400.0
7379003,6,3,5849.97
7379003,4,2,7617.98
7379003,59,1,4645.99
7379004,34,3,20351.55
7379004,50,1,6451.49
7379004,25,3,16390.92
7379004,35,3,13796.55
7379004,55,1,3690.44
7379005,45,2,9490.0
7379005,24,1,7399.0
7379005,34,2,11798.0
7379006,61,3,13856.7
7379006,6,3,6434.97
7379006,58,3,12338.7
7379006,1,2,12977.8
7379007,65,1,5060.0
7379007,40,1,4828.85
7379007,59,1,5342.89
7379007,37,3,10381.05
7379007,49,3,16142.55
7379008,41,2,8598.0
7379009,54,2,13009.74
7379009,64,1,4140.0
7379010,57,3,6597.0
7379010,36,1,3370.0
7379011,69,3,11997.0
7379011,6,2,3899.98
7379011,21,3,17397.0
7379012,1,1,5899.0
7379013,32,2,9897.8
7379013,56,2,9910.98
7379014,3,1,6323.85
7379014,5,1,4003.14
7379014,35,2,9197.7
7379015,69,2,7998.0
7379015,25,1,4750.99
7379015,2,2,7000.0
7379015,20,1,3999.0
7379015,49,3,14037.0
7379016,32,1,4948.9
7379016,43,2,7037.8
7379016,65,1,4840.0
7379017,41,2,8598.0
7379017,30,1,4350.0
7379017,63,1,1850.0
7379017,16,2,10543.98
7379017,20,2,7998.0
7379018,35,2,7998.0
7379018,59,1,4645.99
7379019,65,3,13200.0
