ord_id,ord_date,ord_tax_loc,order_tot,ord_ship_add,ord_ship_date,ord_track_num,warehouse_id,cus_id
7379516,2025-12-23,10,39540.1,True,2025-12-27,PAC171728-6,2,281
7379517,2022-09-14,7,52467.77,True,2022-09-20,PAC545446-5,2,275
7379518,2024-04-01,8,10570.8,True,2024-04-09,PAC475801-7,2,2426
7379519,2020-01-02,1,30507.0,True,2020-01-14,PAC703233-6,1,769
7379520,2017-02-23,5,47970.94,True,2017-03-01,PAC205785-2,3,2511
7379521,2023-04-30,19,36632.16,True,2023-05-08,PAC550976-1,1,1986
7379522,2024-04-22,9,20005.4,True,2024-04-29,PAC518786-5,2,172
7379523,2023-05-09,4,21611.7,True,2023-05-18,PAC831113-8,2,414
7379524,2018-06-17,17,55750.96,False,2018-06-24,PAC822753-6,1,165
7379525,2023-06-27,19,33983.4,True,2023-07-09,PAC990061-1,3,1861
7379526,2023-08-23,9,44505.77,False,2023-08-25,PAC231286-9,3,2254
7379527,2022-07-08,16,17257.9,True,2022-07-11,PAC348858-5,1,190
7379528,2023-08-13,20,46318.57,False,2023-08-19,PAC764700-1,2,739
7379529,2024-06-05,2,39192.25,True,2024-06-13,PAC897335-8,3,1565
7379530,2022-01-22,1,13521.27,True,2022-01-31,PAC168219-1,1,323
7379531,2017-11-27,10,3999.0,True,2017-12-02,PAC574538-6,1,1886
7379532,2020-10-15,4,5278.0,False,2020-10-16,PAC770472-6,2,2388
7379533,2017-10-17,3,11637.98,False,2017-10-19,PAC222552-1,1,131
7379534,2020-06-18,2,38336.95,False,2020-06-29,PAC798042-9,2,1227
7379535,2020-06-17,2,56325.62,False,2020-06-19,PAC443618-0,3,2034
7379536,2017-09-03,5,18483.98,False,2017-09-09,PAC149675-8,1,2280
7379537,2020-03-22,19,12959.98,False,2020-04-04,PAC693731-8,3,910
7379538,2018-02-18,17,16808.97,True,2018-02-20,PAC426083-5,1,1181
7379539,2024-01-17,19,14960.33,False,2024-01-21,PAC131305-4,1,2411
7379540,2025-06-20,12,29023.68,True,2025-07-02,PAC186823-8,1,865
7379541,2017-09-27,4,22533.97,True,2017-10-07,PAC954087-8,1,368
7379542,2025-07-17,1,47599.6,True,2025-07-23,PAC234759-6,2,1792
7379543,2020-12-06,1,25769.23,True,2020-12-10,PAC153563-1,3,509
7379544,2020-01-09,6,13197.0,True,2020-01-17,PAC915173-0,1,377
7379545,2017-10-14,19,33934.0,True,2017-10-25,PAC580101-6,1,2233
7379546,2020-11-04,7,21817.16,True,2020-11-09,PAC164885-2,2,477
7379547,2023-11-27,15,52039.87,True,2023-12-08,PAC249596-9,2,2083
7379548,2023-01-05,13,60050.03,False,2023-01-15,PAC895828-2,1,1455
7379549,2017-07-07,16,63487.0,False,2017-07-13,PAC557406-6,2,1877
7379550,2017-09-29,6,16269.97,True,2017-10-09,PAC498457-4,1,474
7379551,2020-06-11,4,14100.0,False,2020-06-18,PAC642891-5,3,2134
7379552,2020-01-03,19,15137.98,True,2020-01-14,PAC806891-8,2,588
7379553,2019-05-16,15,26700.0,True,2019-05-19,PAC927363-4,1,80
7379554,2019-11-14,10,39894.0,True,2019-11-20,PAC917054-0,1,238
7379555,2023-12-30,15,9570.0,False,2024-01-11,PAC390839-4,1,708
7379556,2025-04-12,14,18198.72,False,2025-04-16,PAC809790-0,1,661
7379557,2020-06-14,3,66921.95,True,2020-06-20,PAC243385-5,2,1283
7379558,2025-01-16,2,33654.72,True,2025-01-27,PAC975832-5,3,240
7379559,2020-02-11,10,36118.95,False,2020-02-12,PAC467983-1,2,748
7379560,2020-09-29,3,36695.0,True,2020-09-30,PAC684163-5,1,87
7379561,2019-04-23,18,11999.97,True,2019-04-29,PAC263466-6,1,1832
7379562,2022-05-02,7,10085.9,False,2022-05-03,PAC352935-7,1,2268
7379563,2025-10-14,17,28793.67,False,2025-10-21,PAC318793-5,2,648
7379564,2021-12-08,1,37171.9,False,2021-12-21,PAC143745-0,1,497
7379565,2020-04-05,19,63690.98,False,2020-04-14,PAC263596-7,2,1521
7379566,2022-05-29,8,9236.7,True,2022-06-07,PAC502306-5,1,1205
7379567,2018-04-04,11,45183.0,False,2018-04-07,PAC433493-2,3,1416
7379568,2024-11-12,19,54873.77,True,2024-11-13,PAC941038-4,3,1151
7379569,2020-11-07,6,18950.99,True,2020-11-17,PAC888372-6,1,2074
7379570,2020-08-19,3,22100.0,True,2020-08-26,PAC780163-6,1,494
7379571,2021-09-05,1,20790.0,True,2021-09-13,PAC889428-4,2,657
7379572,2022-03-04,16,39215.18,False,2022-03-13,PAC259676-1,3,1546
7379573,2017-09-25,16,39958.86,False,2017-09-29,PAC193264-4,1,912
7379574,2022-10-06,7,18583.39,True,2022-10-12,PAC969289-6,1,1286
7379575,2019-06-21,10,44952.97,True,2019-06-22,PAC639961-6,3,257
7379576,2023-01-31,15,59096.37,False,2023-02-06,PAC502058-9,3,1790
7379577,2024-03-10,19,14485.4,False,2024-03-21,PAC894444-1,3,408
7379578,2024-01-01,4,36071.16,True,2024-01-13,PAC528679-7,3,565
7379579,2021-03-11,10,12790.0,True,2021-03-18,PAC754553-0,2,1661
7379580,2020-12-03,12,50388.19,False,2020-12-12,PAC106795-6,3,2268
7379581,2018-06-17,11,24437.9,True,2018-06-22,PAC972712-4,3,1731
7379582,2023-09-16,13,40801.2,False,2023-09-25,PAC944439-9,3,854
7379583,2019-10-09,14,1949.99,True,2019-10-16,PAC358195-3,3,1698
7379584,2020-10-29,12,19439.97,True,2020-11-04,PAC700269-5,1,976
7379585,2019-11-26,8,24548.32,True,2019-12-04,PAC618569-7,2,638
7379586,2018-05-14,1,48390.0,False,2018-05-16,PAC897599-9,1,1268
7379587,2022-03-22,3,58634.36,False,2022-03-30,PAC982348-6,3,593
7379588,2017-07-22,5,11021.97,True,2017-08-03,PAC902168-3,1,742
7379589,2023-06-09,17,25077.8,True,2023-06-22,PAC799373-8,2,1718
7379590,2020-02-05,6,63376.92,True,2020-02-11,PAC387746-0,2,2557
7379591,2017-01-01,5,28744.99,True,2017-01-04,PAC624914-7,1,1612
7379592,2020-11-19,6,46621.96,False,2020-11-22,PAC332142-8,1,1551
7379593,2017-06-24,14,27267.23,True,2017-06-29,PAC573938-2,1,1701
7379594,2019-10-27,2,55094.0,False,2019-10-29,PAC413303-8,3,1332
7379595,2023-01-05,15,44545.57,True,2023-01-16,PAC341403-3,2,2289
7379596,2017-08-22,13,3700.0,True,2017-08-29,PAC811962-1,3,562
7379597,2024-05-12,14,22804.96,False,2024-05-24,PAC666238-7,1,1950
7379598,2017-01-15,4,27266.97,True,2017-01-21,PAC831670-1,2,1109
7379599,2019-07-09,9,3009.0,False,2019-07-17,PAC785442-7,3,1760
7379600,2023-05-11,6,22545.6,False,2023-05-18,PAC925236-4,3,1465
7379601,2020-02-03,14,14100.0,True,2020-02-11,PAC872671-1,1,419
7379602,2018-01-15,19,11997.0,False,2018-01-17,PAC598622-6,2,2586
7379603,2020-04-08,10,14595.0,False,2020-04-16,PAC589184-7,3,1400
7379604,2019-10-05,10,17345.0,False,2019-10-15,PAC442571-6,1,2464
7379605,2024-05-24,14,20104.28,False,2024-05-30,PAC148222-6,3,909
7379606,2020-01-30,18,7399.0,False,2020-02-11,PAC651673-5,1,1453
7379607,2023-11-06,19,41683.4,False,2023-11-18,PAC226928-2,3,1186
7379608,2024-11-24,20,35136.1,True,2024-11-26,PAC884196-7,1,145
7379609,2020-07-27,3,41065.94,False,2020-08-01,PAC806924-4,3,2501
7379610,2025-01-30,6,22420.4,True,2025-02-11,PAC348609-5,2,1590
7379611,2020-05-04,13,30074.64,False,2020-05-07,PAC401764-2,3,1574
7379612,2025-08-20,4,43778.15,True,2025-08-28,PAC727837-4,1,749
7379613,2017-11-29,17,24247.99,True,2017-12-02,PAC749779-1,2,1550
7379614,2022-10-22,4,51176.36,True,2022-10-25,PAC956490-2,1,1614
7379615,2020-10-25,9,38167.23,True,2020-11-06,PAC599198-2,3,656
7379616,2020-05-19,9,9375.98,False,2020-05-28,PAC564024-8,1,1544
7379617,2022-04-03,13,11053.9,True,2022-04-16,PAC712648-2,2,1466
7379618,2022-12-24,11,5226.09,False,2022-12-26,PAC203561-0,1,2284
7379619,2017-01-17,13,20625.24,True,2017-01-21,PAC377680-0,3,1897
7379620,2018-09-15,1,54365.23,False,2018-09-27,PAC120589-3,2,2583
7379621,2023-01-27,5,44392.67,False,2023-01-29,PAC863681-1,1,1387
7379622,2022-08-06,15,63703.2,True,2022-08-18,PAC884828-1,1,205
7379623,2025-08-27,14,16937.19,False,2025-08-31,PAC326265-8,2,211
7379624,2023-07-25,16,14516.7,False,2023-07-30,PAC159222-7,3,1268
7379625,2025-07-01,1,51157.46,False,2025-07-07,PAC495364-8,2,2557
7379626,2022-12-19,19,11550.0,False,2022-12-30,PAC841277-2,1,270
7379627,2020-01-07,16,11217.0,False,2020-01-09,PAC931135-4,3,2399
7379628,2018-01-28,14,24968.99,False,2018-02-04,PAC697976-7,3,1221
7379629,2023-10-10,9,43286.1,False,2023-10-21,PAC599515-1,3,704
7379630,2022-05-15,12,57000.87,True,2022-05-17,PAC761731-8,1,1250
7379631,2017-06-29,14,12597.0,True,2017-07-02,PAC609198-7,3,1227
7379632,2020-04-08,5,52232.79,True,2020-04-14,PAC820605-1,2,687
7379633,2025-07-24,3,55291.77,False,2025-07-27,PAC190373-6,3,1373
7379634,2020-11-03,20,40266.86,False,2020-11-16,PAC151424-2,2,1224
7379635,2020-07-26,17,46896.0,True,2020-07-31,PAC194831-9,2,447
7379636,2020-09-01,12,20557.98,False,2020-09-07,PAC333306-7,3,2147
7379637,2019-02-18,16,35856.98,False,2019-02-21,PAC946709-2,1,2428
7379638,2020-04-21,11,22525.97,False,2020-05-02,PAC987133-7,3,2005
7379639,2020-04-23,6,10800.0,True,2020-04-29,PAC850175-6,2,2422
7379640,2017-07-15,2,34196.97,False,2017-07-17,PAC207604-5,3,115
7379641,2023-08-18,7,17156.7,True,2023-08-31,PAC923259-4,1,828
7379642,2020-07-01,9,52537.17,False,2020-07-09,PAC583323-8,3,1778
7379643,2024-03-09,8,27704.62,True,2024-03-15,PAC297943-6,3,256
7379644,2024-06-22,16,16215.0,True,2024-06-24,PAC118340-6,3,1433
7379645,2019-03-01,10,36346.0,True,2019-03-07,PAC588970-3,1,1510
7379646,2022-07-04,18,38041.29,True,2022-07-09,PAC744975-0,2,246
7379647,2020-09-22,14,4199.0,False,2020-09-24,PAC413782-7,1,2142
7379648,2024-10-11,9,20010.0,True,2024-10-14,PAC196824-8,2,1275
7379649,2019-03-15,12,25696.98,False,2019-03-16,PAC111663-6,3,2067
7379650,2022-09-18,9,44836.26,False,2022-09-20,PAC345790-2,3,507
7379651,2021-12-30,20,3739.0,True,2022-01-11,PAC349395-0,1,1063
7379652,2020-01-03,18,51724.98,False,2020-01-06,PAC745339-7,3,1500
7379653,2018-05-25,15,27674.99,True,2018-05-29,PAC469669-1,3,2227
7379654,2022-06-12,4,4398.9,False,2022-06-22,PAC879577-5,3,1779
7379655,2023-05-02,3,40006.62,False,2023-05-14,PAC757159-4,3,130
7379656,2020-02-02,13,14393.0,False,2020-02-03,PAC129832-5,2,1115
7379657,2022-05-18,17,36067.86,False,2022-05-27,PAC717492-1,2,249
7379658,2020-05-30,9,31173.99,False,2020-06-02,PAC906559-9,2,2059
7379659,2023-01-28,19,28930.0,True,2023-02-01,PAC784698-3,1,2613
7379660,2019-01-13,9,8398.0,True,2019-01-22,PAC641942-4,2,2145
7379661,2024-11-17,10,32886.53,False,2024-11-20,PAC312240-2,2,838
7379662,2019-12-08,5,54412.63,False,2019-12-14,PAC906258-6,2,678
7379663,2020-04-20,3,11798.0,True,2020-04-28,PAC218699-4,3,1435
7379664,2017-08-05,14,52057.95,True,2017-08-07,PAC720315-9,3,2362
7379665,2018-02-20,18,59264.94,False,2018-02-26,PAC721075-2,3,1738
7379666,2020-11-26,19,15131.32,True,2020-12-06,PAC706551-1,1,1582
7379667,2019-09-25,2,21223.99,True,2019-10-01,PAC474350-2,3,967
7379668,2024-04-27,8,31210.99,False,2024-05-09,PAC458166-1,1,158
7379669,2017-02-24,4,7598.0,True,2017-02-25,PAC857394-2,3,180
7379670,2020-05-07,4,39668.82,False,2020-05-11,PAC570915-3,3,219
7379671,2020-03-05,15,21046.0,True,2020-03-09,PAC892294-7,3,2435
7379672,2017-03-14,12,43691.0,False,2017-03-20,PAC757897-3,1,372
7379673,2018-04-09,7,27152.41,False,2018-04-20,PAC647222-9,2,155
7379674,2020-06-27,6,52787.67,False,2020-07-01,PAC547741-5,3,2290
7379675,2020-10-23,12,3009.0,False,2020-11-05,PAC277924-7,3,1487
7379676,2020-06-13,12,3064.0,True,2020-06-14,PAC745434-5,3,1300
7379677,2020-12-19,5,4250.0,False,2020-12-25,PAC772691-5,1,835
7379678,2021-10-24,16,17162.66,False,2021-10-31,PAC780234-6,1,2417
7379679,2017-02-06,12,49871.22,True,2017-02-13,PAC981239-2,3,681
7379680,2020-09-10,17,16497.0,True,2020-09-12,PAC301208-0,1,1710
7379681,2025-08-17,5,17506.43,True,2025-08-30,PAC491565-9,3,2614
7379682,2020-12-01,9,28696.96,False,2020-12-14,PAC117350-8,1,444
7379683,2022-09-17,7,9929.7,True,2022-09-23,PAC993848-1,1,2458
7379684,2020-01-27,19,31021.94,False,2020-02-01,PAC554580-3,1,418
7379685,2023-09-11,12,20672.27,True,2023-09-16,PAC322828-1,1,1414
7379686,2023-09-07,20,78854.53,True,2023-09-20,PAC310033-0,2,2232
7379687,2020-12-05,3,34845.96,False,2020-12-18,PAC332886-2,2,459
7379688,2025-10-03,19,40930.8,False,2025-10-16,PAC421701-5,2,1666
7379689,2018-04-13,9,33739.96,False,2018-04-26,PAC482994-6,1,2597
7379690,2017-03-05,19,42232.98,True,2017-03-13,PAC710801-5,3,369
7379691,2023-08-28,12,15658.5,True,2023-09-01,PAC833886-2,1,267
7379692,2024-01-13,13,18360.51,False,2024-01-22,PAC115509-7,3,2274
7379693,2018-03-24,13,24956.98,True,2018-03-27,PAC984675-9,2,571
7379694,2019-09-17,15,50268.95,False,2019-09-23,PAC634457-4,2,2143
7379695,2017-03-07,20,27188.29,True,2017-03-17,PAC522971-9,3,312
7379696,2019-12-30,2,28208.78,True,2020-01-10,PAC763575-3,1,806
7379697,2023-09-08,18,4729.99,True,2023-09-14,PAC455398-0,1,416
7379698,2020-11-30,1,30164.97,False,2020-12-01,PAC568420-5,2,1898
7379699,2020-03-21,1,9400.0,False,2020-03-22,PAC131948-0,2,1336
7379700,2020-04-26,5,7143.99,False,2020-05-06,PAC965365-8,3,1423
7379701,2017-01-06,16,33619.8,False,2017-01-14,PAC776875-5,2,724
7379702,2020-01-09,3,26353.98,False,2020-01-22,PAC544732-1,3,1246
7379703,2022-05-24,10,8469.99,True,2022-06-03,PAC992172-3,1,2192
7379704,2025-09-26,10,61849.28,False,2025-10-07,PAC523093-2,2,1166
7379705,2024-06-10,13,60152.82,True,2024-06-20,PAC948652-8,3,596
7379706,2017-03-29,13,43866.68,True,2017-04-10,PAC726737-5,3,1025
7379707,2024-12-18,17,22764.25,False,2024-12-19,PAC478135-6,1,1522
7379708,2023-10-16,2,47032.7,True,2023-10-24,PAC257797-0,2,1591
7379709,2023-10-05,19,58826.86,False,2023-10-18,PAC829788-9,3,143
7379710,2020-09-01,17,41088.0,False,2020-09-11,PAC599803-7,3,1162
7379711,2020-06-04,19,49947.0,False,2020-06-10,PAC233046-3,1,2339
7379712,2020-01-14,7,13502.99,False,2020-01-24,PAC807185-5,3,588
7379713,2017-09-02,16,12597.0,True,2017-09-03,PAC259539-0,3,1083
7379714,2019-05-01,15,32674.97,False,2019-05-03,PAC916606-5,3,2078
7379715,2019-07-08,17,8598.0,False,2019-07-10,PAC941813-4,3,856
7379716,2020-10-10,14,42455.97,True,2020-10-21,PAC638819-1,2,250
7379717,2023-06-04,9,37613.4,True,2023-06-17,PAC354483-3,2,2383
7379718,2020-09-25,16,44983.0,True,2020-09-27,PAC709793-1,2,432
7379719,2017-08-04,5,51273.98,False,2017-08-10,PAC501372-1,1,1024
7379720,2025-07-27,9,28584.38,True,2025-07-28,PAC383920-1,2,2537
7379721,2025-06-01,11,19514.61,False,2025-06-06,PAC326647-7,3,1720
7379722,2023-10-23,13,29476.7,True,2023-10-28,PAC803218-4,3,1009
7379723,2025-11-29,18,36690.75,True,2025-12-07,PAC357283-9,2,925
7379724,2021-01-28,6,17812.96,False,2021-01-31,PAC225859-0,3,867
7379725,2025-08-15,9,19546.55,True,2025-08-27,PAC881949-0,1,1006
7379726,2017-10-09,6,33003.99,True,2017-10-22,PAC920552-3,3,161
7379727,2020-04-17,13,47813.29,False,2020-04-21,PAC903662-8,1,863
7379728,2019-04-20,5,9678.99,False,2019-04-23,PAC334926-2,3,237
7379729,2018-12-31,19,45255.97,True,2019-01-10,PAC647334-5,3,2005
7379730,2018-06-09,15,32598.0,True,2018-06-11,PAC847302-8,2,341
7379731,2022-02-23,7,30299.5,False,2022-03-03,PAC479866-6,1,2598
7379732,2023-10-09,3,48579.55,True,2023-10-14,PAC365629-6,3,992
7379733,2021-07-27,6,18128.0,False,2021-08-09,PAC975747-3,2,1311
7379734,2018-07-02,13,45038.68,False,2018-07-12,PAC295301-8,2,1440
7379735,2024-01-28,10,32725.53,True,2024-01-31,PAC745940-8,3,485
7379736,2022-04-15,17,41450.35,False,2022-04-16,PAC952441-0,1,837
7379737,2020-05-20,18,6395.0,True,2020-05-28,PAC271810-8,2,196
7379738,2022-09-04,15,36293.4,False,2022-09-08,PAC935690-8,1,1103
7379739,2019-08-27,16,35578.95,True,2019-09-07,PAC549532-4,1,413
7379740,2020-03-17,10,54439.97,True,2020-03-26,PAC580735-9,2,969
7379741,2025-02-27,14,24147.7,True,2025-02-28,PAC249699-9,3,1356
7379742,2019-12-19,1,29880.07,True,2019-12-25,PAC966919-0,1,494
7379743,2020-09-19,10,9358.0,False,2020-09-23,PAC423667-6,2,1809
7379744,2024-11-17,8,41572.5,False,2024-11-21,PAC257152-8,3,208
7379745,2023-01-07,18,50064.28,True,2023-01-14,PAC329573-2,1,2179
7379746,2017-08-20,3,48395.97,True,2017-08-31,PAC338928-1,2,1056
7379747,2018-07-03,19,40405.95,False,2018-07-11,PAC562117-8,2,652
7379748,2017-01-30,6,30897.0,False,2017-01-31,PAC820762-8,1,2099
7379749,2022-03-27,2,4398.9,False,2022-04-03,PAC407182-7,3,1954
7379750,2020-08-17,11,17968.0,False,2020-08-19,PAC801470-9,3,2208
7379751,2018-05-16,18,45724.95,True,2018-05-24,PAC879899-1,1,1690
7379752,2025-07-28,20,38589.47,True,2025-08-02,PAC492024-4,3,2368
7379753,2020-12-17,2,26274.99,True,2020-12-21,PAC767925-9,2,439
7379754,2019-06-21,8,42329.32,True,2019-06-24,PAC217180-4,3,302
7379755,2020-11-04,5,32841.98,False,2020-11-10,PAC458878-4,3,533
7379756,2022-09-25,7,20755.88,False,2022-10-03,PAC154678-1,2,670
7379757,2017-10-12,3,39354.96,True,2017-10-19,PAC501616-9,3,2356
7379758,2019-10-21,13,33655.96,True,2019-10-24,PAC881772-6,3,12
7379759,2024-01-12,3,46103.5,False,2024-01-22,PAC531479-5,3,2480
7379760,2020-09-04,2,34319.97,True,2020-09-06,PAC259199-9,1,143
7379761,2021-02-08,9,30082.97,False,2021-02-15,PAC846468-9,1,463
7379762,2020-07-26,13,51342.95,True,2020-07-31,PAC174770-6,2,1756
7379763,2017-06-13,2,44514.98,True,2017-06-25,PAC846665-7,3,2257
7379764,2018-09-10,10,43812.97,True,2018-09-22,PAC226152-7,3,497
7379765,2020-08-14,12,30817.98,False,2020-08-21,PAC259935-1,1,2600
7379766,2019-02-19,19,22936.98,False,2019-02-24,PAC433197-0,2,1513
7379767,2017-07-06,15,20698.8,True,2017-07-17,PAC572774-6,3,2336
7379768,2024-05-28,3,23110.38,False,2024-06-09,PAC138848-8,2,1825
7379769,2025-10-22,1,53151.83,False,2025-10-26,PAC227266-4,3,154
7379770,2023-11-22,16,27713.4,True,2023-12-01,PAC656714-0,3,1305
7379771,2024-07-05,9,63473.1,True,2024-07-06,PAC603185-0,1,340
7379772,2019-06-21,9,16996.0,True,2019-06-23,PAC945264-6,2,1721
7379773,2025-08-07,17,18514.77,True,2025-08-08,PAC389005-1,3,78
7379774,2019-01-04,13,28106.98,True,2019-01-11,PAC983742-8,2,558
7379775,2025-07-04,2,3034.85,False,2025-07-17,PAC274980-6,2,2122
7379776,2025-12-12,11,50788.25,True,2025-12-18,PAC307435-7,2,1962
7379777,2023-01-22,8,37993.96,True,2023-02-01,PAC587469-0,3,1468
7379778,2025-10-22,7,30733.71,False,2025-11-02,PAC878923-4,1,696
7379779,2021-06-10,3,20596.0,False,2021-06-20,PAC659951-8,1,31
7379780,2019-08-26,15,58743.99,True,2019-09-06,PAC104063-1,3,2033
7379781,2020-08-01,13,22197.0,True,2020-08-08,PAC330248-5,1,2405
7379782,2021-10-16,3,38326.32,False,2021-10-26,PAC887327-1,2,2579
7379783,2017-09-30,10,24458.98,False,2017-10-07,PAC812192-5,3,21
7379784,2022-02-23,17,26393.4,False,2022-03-06,PAC796515-7,3,391
7379785,2025-10-22,20,23802.7,True,2025-10-26,PAC104934-4,2,443
7379786,2018-12-10,10,33793.0,False,2018-12-23,PAC983867-6,2,1053
7379787,2023-11-20,9,31184.98,True,2023-11-30,PAC168397-2,1,1913
7379788,2025-01-22,13,39799.13,True,2025-02-03,PAC820654-8,3,2232
7379789,2025-06-05,5,42198.1,True,2025-06-07,PAC831619-4,1,908
7379790,2025-08-05,20,12364.78,False,2025-08-17,PAC315736-2,1,2241
7379791,2020-12-05,3,25800.0,True,2020-12-09,PAC267606-9,3,704
7379792,2025-10-08,12,33033.73,True,2025-10-18,PAC251744-6,3,1082
7379793,2023-07-11,18,25712.76,True,2023-07-14,PAC984624-2,3,441
7379794,2018-08-26,18,16595.97,True,2018-09-06,PAC137124-0,1,167
7379795,2020-09-29,17,46514.77,True,2020-10-12,PAC352997-3,3,868
7379796,2023-02-16,14,38592.32,False,2023-02-28,PAC684437-5,3,659
7379797,2019-07-11,14,41355.98,False,2019-07-22,PAC136679-5,1,2520
7379798,2022-05-02,19,5913.59,True,2022-05-12,PAC137117-4,2,989
7379799,2022-08-07,8,20237.8,False,2022-08-15,PAC776367-1,1,2458
7379800,2018-08-30,10,40075.86,False,2018-09-09,PAC826487-6,2,1398
7379801,2021-05-17,9,39348.66,True,2021-05-18,PAC529955-5,1,1364
7379802,2023-09-02,8,14255.98,False,2023-09-12,PAC640602-5,2,2412
7379803,2020-11-01,2,45510.93,False,2020-11-07,PAC369083-3,3,1732
7379804,2017-02-15,19,47535.76,True,2017-02-17,PAC222246-0,1,1251
7379805,2017-02-03,2,36201.0,True,2017-02-16,PAC207772-8,3,1003
7379806,2020-04-04,16,32718.96,True,2020-04-16,PAC694973-0,3,1800
7379807,2025-03-31,17,45885.98,True,2025-04-07,PAC148815-7,2,602
7379808,2019-05-03,13,11997.0,False,2019-05-11,PAC166780-7,3,182
7379809,2022-04-09,16,27331.67,False,2022-04-10,PAC689745-8,3,1867
7379810,2019-04-08,7,5295.9,False,2019-04-14,PAC270529-5,3,314
7379811,2020-02-11,9,70700.67,False,2020-02-21,PAC345482-0,3,1948
7379812,2024-06-13,7,54235.13,True,2024-06-18,PAC882513-3,3,1441
7379813,2023-03-27,12,31124.48,True,2023-03-28,PAC298013-1,1,1583
7379814,2017-12-22,5,17593.88,True,2018-01-03,PAC933746-9,1,484
7379815,2020-07-20,8,37226.0,True,2020-07-28,PAC769581-6,2,1448
7379816,2017-04-19,13,33924.0,False,2017-04-29,PAC307728-1,2,2073
7379817,2020-10-05,16,4250.0,True,2020-10-12,PAC274303-2,1,2614
7379818,2022-07-23,7,36869.77,False,2022-07-29,PAC976402-0,1,789
7379819,2018-03-18,7,19615.16,True,2018-03-25,PAC561486-9,1,2484
7379820,2019-12-13,9,11219.98,False,2019-12-22,PAC714309-7,3,170
7379821,2020-06-04,13,5899.0,False,2020-06-05,PAC361532-0,1,1658
7379822,2025-03-07,1,33003.6,False,2025-03-08,PAC627019-8,1,1520
7379823,2025-12-06,18,78901.44,True,2025-12-14,PAC861448-6,1,1243
7379824,2017-06-17,8,29655.98,True,2017-06-21,PAC457091-5,3,756
7379825,2023-07-25,18,7414.0,False,2023-07-27,PAC680224-2,3,1934
7379826,2020-04-26,4,47450.88,False,2020-05-07,PAC355537-9,1,1681
7379827,2020-05-26,5,30296.0,True,2020-06-07,PAC125769-3,1,2489
7379828,2023-06-30,9,6434.97,True,2023-07-08,PAC913337-2,3,1787
7379829,2025-03-03,20,61979.22,False,2025-03-12,PAC892756-6,3,626
7379830,2025-07-02,1,11104.86,False,2025-07-13,PAC271577-2,1,1035
7379831,2021-07-20,6,13357.0,False,2021-07-31,PAC949135-7,2,1062
7379832,2020-04-04,16,10753.99,False,2020-04-09,PAC863929-3,2,407
7379833,2023-11-01,1,30757.07,True,2023-11-12,PAC506527-4,1,2505
7379834,2019-07-25,11,57294.93,True,2019-07-29,PAC470077-9,1,494
7379835,2021-05-12,9,3399.0,False,2021-05-18,PAC265388-1,1,96
7379836,2020-04-06,12,7699.99,True,2020-04-19,PAC316938-7,3,1209
7379837,2022-07-01,10,20545.8,False,2022-07-09,PAC250335-5,1,1473
7379838,2019-06-15,7,47093.97,True,2019-06-17,PAC536853-9,1,2071
7379839,2018-12-15,2,11397.0,True,2018-12-23,PAC139782-4,2,1660
7379840,2025-03-02,12,3218.85,False,2025-03-10,PAC240496-0,1,2017
7379841,2018-01-15,5,16498.0,False,2018-01-24,PAC347483-0,1,1218
7379842,2020-11-12,14,13200.0,False,2020-11-15,PAC763715-1,3,2350
7379843,2019-04-04,20,17930.99,True,2019-04-10,PAC202329-3,2,969
7379844,2017-05-26,11,12750.0,True,2017-06-05,PAC500551-0,3,265
7379845,2017-05-15,3,24000.0,False,2017-05-24,PAC571433-6,1,247
7379846,2018-10-15,1,30563.96,True,2018-10-26,PAC603407-8,3,1800
7379847,2024-08-22,14,62039.01,True,2024-09-04,PAC956686-1,3,1561
7379848,2019-11-19,14,28242.99,True,2019-11-21,PAC442355-7,2,604
7379849,2025-06-30,5,36314.68,False,2025-07-08,PAC514841-1,3,1155
7379850,2021-08-13,2,32697.99,True,2021-08-14,PAC545545-9,1,484
7379851,2020-07-31,6,10006.41,True,2020-08-08,PAC662305-4,1,1233
7379852,2021-08-05,6,27951.98,False,2021-08-18,PAC793992-2,3,1440
7379853,2020-11-28,17,26663.0,True,2020-12-01,PAC232516-3,3,1218
7379854,2023-07-17,4,5825.49,False,2023-07-22,PAC937336-1,1,1567
7379855,2019-11-19,8,21535.97,True,2019-12-01,PAC112805-5,3,2350
7379856,2020-03-29,16,8798.0,True,2020-04-10,PAC612526-1,2,1469
7379857,2024-12-02,8,55289.69,True,2024-12-09,PAC287267-9,2,446
7379858,2025-06-15,7,11036.55,True,2025-06-23,PAC730796-9,3,2238
7379859,2024-11-26,1,46991.28,False,2024-11-30,PAC526319-3,3,47
7379860,2020-07-06,7,20295.99,True,2020-07-11,PAC309855-5,3,474
7379861,2023-10-05,1,68290.17,True,2023-10-08,PAC541077-5,2,2213
7379862,2020-09-29,3,9588.97,False,2020-10-08,PAC538884-2,3,741
7379863,2020-10-30,16,33889.95,True,2020-11-01,PAC859184-9,2,1917
7379864,2019-02-02,14,15131.32,True,2019-02-10,PAC412587-2,1,1613
7379865,2021-10-03,10,30094.0,True,2021-10-05,PAC749377-6,1,2110
7379866,2018-11-25,15,24648.0,False,2018-12-02,PAC912504-9,2,2368
7379867,2020-02-26,20,33093.95,False,2020-03-06,PAC641333-7,3,575
