id,loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,loan_status
1040555,18000, 60 months,13.49,414.09,C,6 years,RENT,52000,Source Verified,Fully Paid
1047629,11325, 36 months,9.91,364.95,B,5 years,RENT,29000,Verified,Fully Paid
1043259,14000, 36 months,14.65,482.92,C,2 years,RENT,53000,Verified,Fully Paid
937673,13975, 36 months,8.9,443.76,A,1 year,MORTGAGE,42000,Not Verified,Fully Paid
1047779,24000, 36 months,7.9,750.97,A,9 years,RENT,62004,Verified,Fully Paid
1036629,7000, 36 months,7.9,219.04,A,4 years,MORTGAGE,48000,Not Verified,Fully Paid
1046245,6000, 36 months,12.42,200.5,B,7 years,MORTGAGE,39996,Source Verified,Fully Paid
1042468,14000, 36 months,12.42,467.82,B,6 years,OWN,52000,Not Verified,Fully Paid
1040436,13800, 60 months,11.71,304.96,B,8 years,MORTGAGE,109000,Verified,Fully Paid
1047556,16000, 60 months,17.27,399.97,D,10+ years,RENT,57000,Not Verified,Current
1047368,24000, 60 months,14.65,566.56,C,6 years,MORTGAGE,90000,Verified,Charged Off
1047606,18000, 60 months,11.71,397.77,B,4 years,MORTGAGE,40000,Verified,Fully Paid
1047765,35000, 60 months,19.42,916.03,E,8 years,MORTGAGE,220000,Verified,Fully Paid
1030533,12000, 60 months,13.49,276.06,C,< 1 year,RENT,50000,Source Verified,Current
1047604,8000, 36 months,12.69,268.36,B,5 years,RENT,36000,Not Verified,Charged Off
1043970,25000, 60 months,14.27,585.22,C,n/a,MORTGAGE,117000,Verified,Fully Paid
1047559,1000, 36 months,10.65,32.58,B,< 1 year,RENT,12000,Source Verified,Fully Paid
1046561,5000, 36 months,6.62,153.52,A,1 year,OWN,30000,Source Verified,Fully Paid
1047525,8500, 60 months,17.58,213.91,D,< 1 year,RENT,75000,Source Verified,Current
1047564,22000, 60 months,12.69,497.09,B,6 years,MORTGAGE,91663,Verified,Current
1047518,10000, 36 months,16.77,355.39,D,6 years,OWN,45000,Source Verified,Fully Paid
1040942,6000, 36 months,7.9,187.75,A,5 years,MORTGAGE,139200,Not Verified,Fully Paid
1047458,30000, 36 months,19.42,1106.07,E,6 years,MORTGAGE,90000,Source Verified,Fully Paid
1047511,16000, 36 months,6.62,491.26,A,10+ years,MORTGAGE,100000,Not Verified,Fully Paid
1046480,3000, 60 months,12.42,67.38,B,2 years,MORTGAGE,106800,Not Verified,Current
1039974,16000, 60 months,13.49,368.08,C,10+ years,MORTGAGE,62000,Source Verified,Current
1047322,12000, 36 months,16.29,423.61,D,5 years,RENT,125000,Source Verified,Charged Off
1026253,35000, 60 months,20.89,944.71,F,10+ years,MORTGAGE,100000,Verified,Fully Paid
1047470,5000, 36 months,9.91,161.13,B,1 year,RENT,31000,Source Verified,Fully Paid
1015821,13000, 36 months,12.69,436.09,B,6 years,RENT,118000,Source Verified,Charged Off
1046448,11200, 36 months,10.65,364.83,B,10+ years,RENT,83000,Verified,Fully Paid
1013090,12000, 60 months,17.27,299.98,D,2 years,RENT,36048,Not Verified,Fully Paid
1044585,15000, 60 months,18.25,382.95,D,10+ years,MORTGAGE,50004,Source Verified,Charged Off
1047248,35000, 60 months,23.13,989.29,G,3 years,MORTGAGE,220000,Source Verified,Charged Off
1047427,3200, 36 months,12.69,107.35,B,5 years,RENT,54000,Source Verified,Fully Paid
1047409,6000, 36 months,12.42,200.5,B,< 1 year,RENT,30000,Source Verified,Charged Off
1038490,3100, 36 months,11.71,102.54,B,< 1 year,RENT,20000,Source Verified,Fully Paid
1047402,5000, 36 months,9.91,161.13,B,2 years,OWN,25000,Source Verified,Fully Paid
1031863,25000, 36 months,12.69,838.63,B,2 years,RENT,80000,Verified,Fully Paid
1047260,5000, 36 months,16.77,177.7,D,10+ years,MORTGAGE,89000,Source Verified,Charged Off
1047256,8800, 36 months,6.03,267.84,A,5 years,MORTGAGE,135000,Not Verified,Fully Paid
1041247,6000, 36 months,14.27,205.86,C,9 years,RENT,55000,Verified,Fully Paid
1047217,12000, 36 months,14.65,413.94,C,5 years,RENT,36888,Source Verified,Fully Paid
1044775,8000, 36 months,15.96,281.1,C,5 years,RENT,48500,Source Verified,Fully Paid
1047145,10000, 36 months,11.71,330.76,B,10+ years,MORTGAGE,32000,Verified,Fully Paid
1047209,21000, 60 months,15.27,502.57,C,7 years,MORTGAGE,90000,Verified,Current
1047143,3975, 60 months,17.58,100.04,D,6 years,MORTGAGE,42000,Source Verified,Current
1045978,19075, 60 months,17.58,480.04,D,8 years,RENT,41500,Verified,Charged Off
1047133,3000, 36 months,8.9,95.26,A,< 1 year,RENT,61160,Source Verified,Charged Off
1047124,5000, 36 months,14.27,171.55,C,1 year,OWN,60000,Not Verified,Fully Paid
1040115,35000, 60 months,12.69,790.82,B,10+ years,RENT,102000,Verified,Current
1047168,10625, 36 months,12.42,355.04,B,2 years,RENT,30000,Not Verified,Fully Paid
1046950,12000, 36 months,11.71,396.92,B,8 years,RENT,50000,Verified,Fully Paid
1047080,9750, 36 months,16.77,346.5,D,< 1 year,RENT,24300,Source Verified,Fully Paid
1032149,12000, 36 months,17.27,429.45,D,4 years,RENT,50000,Not Verified,Fully Paid
1047075,21600, 36 months,19.03,792.1,E,7 years,RENT,120000,Source Verified,Fully Paid
1046942,6000, 36 months,8.9,190.52,A,< 1 year,MORTGAGE,26400,Not Verified,Fully Paid
1038943,25450, 60 months,21.28,692.53,F,5 years,MORTGAGE,82000,Verified,Fully Paid
1047067,3575, 36 months,7.51,111.23,A,6 years,RENT,45000,Source Verified,Fully Paid
1045375,12000, 36 months,12.42,400.99,B,10+ years,RENT,55000,Source Verified,Fully Paid
1046931,3000, 36 months,11.71,99.23,B,10+ years,RENT,30000,Not Verified,Fully Paid
1047061,7000, 36 months,8.9,222.28,A,2 years,RENT,45000,Source Verified,Charged Off
1039468,21000, 36 months,11.71,694.6,B,10+ years,MORTGAGE,60000,Source Verified,Fully Paid
1046905,25000, 60 months,22.06,691.33,F,7 years,RENT,180000,Source Verified,Charged Off
1047031,12000, 60 months,14.27,280.91,C,10+ years,MORTGAGE,68000,Verified,Charged Off
1047020,25000, 60 months,18.25,638.25,D,6 years,MORTGAGE,92604,Source Verified,Fully Paid
1046890,6075, 36 months,6.03,184.9,A,8 years,MORTGAGE,79200,Source Verified,Fully Paid
1047018,5000, 36 months,11.71,165.38,B,10+ years,RENT,43000,Source Verified,Fully Paid
1040467,10400, 36 months,15.27,361.9,C,10+ years,RENT,38004,Not Verified,Charged Off
1046549,8000, 36 months,15.96,281.1,C,4 years,OWN,42000,Source Verified,Fully Paid
1047002,11000, 36 months,12.42,367.57,B,1 year,RENT,85000,Source Verified,Fully Paid
1046117,33600, 60 months,14.27,786.53,C,10+ years,RENT,86000,Source Verified,Current
1046854,12000, 36 months,14.27,411.71,C,3 years,RENT,75000,Not Verified,Fully Paid
1045047,12000, 36 months,6.62,368.45,A,10+ years,MORTGAGE,90000,Verified,Fully Paid
1036307,11100, 60 months,15.96,269.7,C,10+ years,MORTGAGE,50000,Verified,Fully Paid
1046840,20000, 36 months,18.64,729.49,E,2 years,RENT,61000,Source Verified,Fully Paid
1046255,3000, 36 months,10.65,97.72,B,4 years,RENT,40000,Not Verified,Charged Off
1046826,15075, 36 months,15.27,524.58,C,6 years,RENT,37000,Not Verified,Charged Off
1046749,15000, 36 months,17.27,536.81,D,6 years,RENT,90000,Source Verified,Fully Paid
1046822,24000, 36 months,17.58,862.61,D,3 years,MORTGAGE,80500,Verified,Fully Paid
1046809,8500, 36 months,10.65,276.88,B,10+ years,RENT,50000,Source Verified,Fully Paid
1046792,28000, 60 months,18.64,720.81,E,2 years,MORTGAGE,120000,Verified,Charged Off
1039392,23000, 60 months,18.64,592.09,E,6 years,RENT,62000,Verified,Fully Paid
1046712,5500, 36 months,9.91,177.24,B,6 years,MORTGAGE,59000,Not Verified,Fully Paid
1046552,15000, 36 months,22.35,575.58,F,10+ years,RENT,67000,Verified,Charged Off
623231,5000, 36 months,12.69,167.73,B,3 years,MORTGAGE,142000,Verified,Charged Off
1040347,8875, 36 months,14.65,306.14,C,< 1 year,RENT,33000,Verified,Fully Paid
1046653,8000, 36 months,9.91,257.8,B,< 1 year,RENT,30000,Source Verified,Charged Off
1046531,4500, 36 months,14.27,154.4,C,10+ years,RENT,55000,Not Verified,Charged Off
1046646,35000, 60 months,13.49,805.17,C,10+ years,MORTGAGE,135000,Verified,Fully Paid
1043550,10000, 36 months,13.49,339.31,C,5 years,OWN,25000,Not Verified,Fully Paid
1043410,18650, 36 months,7.9,583.57,A,10+ years,MORTGAGE,50000,Not Verified,Fully Paid
1046530,16000, 60 months,15.27,382.92,C,5 years,RENT,99000,Verified,Current
1046616,23700, 60 months,17.58,596.43,D,5 years,RENT,105842,Source Verified,Fully Paid
1035978,6400, 36 months,7.51,199.11,A,< 1 year,RENT,76800,Not Verified,Fully Paid
1046407,7000, 60 months,18.64,180.21,E,2 years,RENT,33000,Source Verified,Fully Paid
1046604,3500, 36 months,14.27,120.09,C,< 1 year,RENT,34000,Not Verified,Fully Paid
1043080,10200, 36 months,7.9,319.17,A,< 1 year,MORTGAGE,65000,Source Verified,Fully Paid
1044522,12000, 36 months,12.42,400.99,B,5 years,RENT,69600,Not Verified,Charged Off
1033007,9000, 36 months,11.71,297.69,B,2 years,RENT,35000,Not Verified,Charged Off
1043274,4000, 36 months,12.69,134.18,B,10+ years,RENT,43000,Source Verified,Fully Paid
1023901,35000, 60 months,21.28,952.39,F,4 years,MORTGAGE,85000,Verified,Charged Off
1034286,20000, 60 months,17.58,503.32,D,2 years,MORTGAGE,120000,Verified,Fully Paid
1045293,5000, 36 months,9.91,161.13,B,3 years,MORTGAGE,55000,Source Verified,Fully Paid
1046442,20000, 60 months,13.49,460.1,C,10+ years,RENT,40000,Verified,Charged Off
1046443,7200, 36 months,6.62,221.07,A,10+ years,MORTGAGE,71000,Verified,Fully Paid
1042802,5500, 36 months,7.51,171.11,A,4 years,RENT,63000,Verified,Fully Paid
1046276,3000, 36 months,10.65,97.72,B,< 1 year,RENT,30000,Not Verified,Fully Paid
1041857,20000, 60 months,15.27,478.64,C,10+ years,RENT,110000,Verified,Current
1046300,9000, 36 months,16.77,319.85,D,9 years,RENT,40000,Verified,Fully Paid
1046371,9000, 36 months,8.9,285.78,A,3 years,RENT,80000,Not Verified,Fully Paid
1046275,6000, 36 months,7.9,187.75,A,10+ years,RENT,34000,Not Verified,Fully Paid
1046380,4000, 36 months,6.62,122.82,A,9 years,MORTGAGE,80000,Source Verified,Fully Paid
1046153,28200, 60 months,19.03,731.99,E,10+ years,MORTGAGE,72000,Verified,Current
1046382,21200, 60 months,18.25,541.23,D,4 years,RENT,57250,Verified,Fully Paid
1046366,25000, 36 months,15.27,869.95,C,5 years,RENT,168000,Verified,Fully Paid
1046247,12000, 36 months,11.71,396.92,B,7 years,RENT,38000,Source Verified,Fully Paid
1014538,15000, 60 months,20.3,399.92,E,6 years,MORTGAGE,95000,Verified,Current
1030260,17000, 36 months,12.42,568.06,B,< 1 year,MORTGAGE,76788,Verified,Fully Paid
1029563,20000, 36 months,7.51,622.22,A,10+ years,RENT,59000,Verified,Fully Paid
1031634,5000, 60 months,16.77,123.65,D,n/a,RENT,62000,Verified,Charged Off
1042392,7700, 36 months,8.9,244.5,A,6 years,RENT,24000,Source Verified,Fully Paid
1046227,14000, 60 months,17.58,352.32,D,4 years,RENT,71000,Not Verified,Fully Paid
1046047,10000, 36 months,12.42,334.16,B,< 1 year,RENT,40000,Not Verified,Fully Paid
1033253,6475, 36 months,9.91,208.66,B,4 years,RENT,25000,Source Verified,Fully Paid
1046029,12000, 60 months,19.91,317.33,E,10+ years,RENT,65000,Verified,Charged Off
1043257,12600, 60 months,19.03,327.06,E,10+ years,MORTGAGE,37209.6,Source Verified,Current
1044595,15600, 36 months,6.03,474.8,A,9 years,MORTGAGE,73000,Not Verified,Fully Paid
1046031,25000, 36 months,15.96,878.44,C,3 years,RENT,110000,Verified,Fully Paid
1046181,14400, 36 months,14.27,494.05,C,10+ years,MORTGAGE,108060,Not Verified,Fully Paid
1043030,25000, 36 months,6.62,767.6,A,2 years,MORTGAGE,249999.96,Source Verified,Fully Paid
1022862,25000, 60 months,18.25,638.25,D,10+ years,MORTGAGE,46520.88,Verified,Current
997934,18000, 36 months,7.9,563.23,A,9 years,RENT,43000,Source Verified,Fully Paid
1045932,12000, 36 months,6.62,368.45,A,n/a,MORTGAGE,57758.88,Verified,Fully Paid
1045996,4000, 36 months,6.03,121.75,A,10+ years,MORTGAGE,89000,Not Verified,Fully Paid
1045909,30000, 60 months,18.64,772.29,E,2 years,MORTGAGE,90960,Verified,Fully Paid
1045315,27700, 60 months,20.3,738.52,E,6 years,MORTGAGE,60000,Verified,Current
1045902,12000, 36 months,7.51,373.33,A,10+ years,RENT,90000,Verified,Fully Paid
1045970,10000, 36 months,7.51,311.11,A,2 years,MORTGAGE,94800,Not Verified,Fully Paid
1045966,16000, 60 months,22.35,445.1,F,1 year,MORTGAGE,120000,Source Verified,Charged Off
1045759,5000, 36 months,15.96,175.69,C,2 years,MORTGAGE,100000,Source Verified,Fully Paid
1045885,25000, 60 months,24.11,720.8,G,4 years,MORTGAGE,145000,Verified,Fully Paid
1045892,8000, 36 months,8.9,254.03,A,3 years,OWN,19200,Not Verified,Fully Paid
1045795,17375, 36 months,14.27,596.12,C,3 years,MORTGAGE,48000,Verified,Fully Paid
1045739,2500, 36 months,10.65,81.44,B,3 years,RENT,15600,Verified,Fully Paid
1042203,15800, 60 months,18.25,403.37,D,4 years,RENT,83000,Verified,Current
1045826,6000, 36 months,6.03,182.62,A,10+ years,MORTGAGE,70000,Not Verified,Fully Paid
1043408,35000, 36 months,10.65,1140.07,B,7 years,MORTGAGE,365000,Source Verified,Fully Paid
1045843,15000, 36 months,16.77,533.08,D,1 year,RENT,59000,Source Verified,Fully Paid
1042384,18500, 36 months,12.42,618.19,B,9 years,MORTGAGE,91000,Verified,Fully Paid
1045841,35000, 60 months,14.27,819.3,C,1 year,MORTGAGE,550000,Verified,Fully Paid
1038832,6000, 36 months,10.65,195.44,B,< 1 year,MORTGAGE,40000,Source Verified,Fully Paid
1045684,15000, 36 months,10.65,488.6,B,6 years,MORTGAGE,62000,Not Verified,Fully Paid
1037682,4800, 36 months,12.42,160.4,B,10+ years,MORTGAGE,108000,Not Verified,Fully Paid
1045159,18000, 60 months,19.42,471.1,E,6 years,MORTGAGE,55000,Source Verified,Current
1045560,20000, 36 months,12.42,668.31,B,4 years,MORTGAGE,90000,Source Verified,Fully Paid
1045519,29000, 60 months,12.69,655.25,B,2 years,OWN,96000,Verified,Fully Paid
1045554,14125, 60 months,15.27,338.04,C,6 years,RENT,39500,Verified,Fully Paid
1045472,17625, 60 months,20.3,469.91,E,6 years,OWN,36000,Source Verified,Charged Off
1045515,5000, 36 months,12.69,167.73,B,2 years,RENT,33000,Source Verified,Fully Paid
1045616,10000, 36 months,6.62,307.04,A,8 years,RENT,70360,Not Verified,Fully Paid
1043564,10000, 36 months,6.03,304.36,A,10+ years,MORTGAGE,120000,Not Verified,Fully Paid
1045590,13200, 60 months,14.27,309,C,7 years,RENT,47000,Not Verified,Current
1044701,2400, 36 months,11.71,79.39,B,< 1 year,MORTGAGE,30000,Source Verified,Fully Paid
1045417,4000, 36 months,7.9,125.17,A,6 years,MORTGAGE,57500,Source Verified,Fully Paid
1045584,12000, 36 months,6.03,365.23,A,1 year,MORTGAGE,41053,Source Verified,Fully Paid
1045358,24000, 60 months,12.69,542.28,B,3 years,MORTGAGE,85000,Verified,Charged Off
1045477,4000, 60 months,19.03,103.83,E,7 years,MORTGAGE,54996,Source Verified,Fully Paid
1045339,3200, 36 months,7.9,100.13,A,n/a,MORTGAGE,48000,Not Verified,Charged Off
1045458,14000, 36 months,11.71,463.07,B,n/a,RENT,49150.8,Not Verified,Fully Paid
1040508,10000, 36 months,16.29,353.01,D,6 years,MORTGAGE,80000,Not Verified,Charged Off
1045468,15000, 36 months,10.65,488.6,B,3 years,RENT,69000,Not Verified,Fully Paid
1037186,10000, 36 months,12.69,335.45,B,10+ years,RENT,98000,Not Verified,Fully Paid
1043332,1000, 36 months,19.03,36.68,E,2 years,RENT,38000,Not Verified,Charged Off
1037627,10075, 36 months,16.29,355.66,D,3 years,MORTGAGE,56000,Verified,Fully Paid
1044661,19400, 60 months,20.3,517.23,E,10+ years,RENT,65000,Source Verified,Charged Off
1044206,22400, 36 months,12.69,751.41,B,< 1 year,RENT,73000,Verified,Fully Paid
1045284,20000, 36 months,13.49,678.61,C,4 years,RENT,50000,Verified,Fully Paid
1045409,35000, 60 months,17.27,874.93,D,3 years,MORTGAGE,325000,Source Verified,Fully Paid
1045042,25000, 60 months,17.58,629.14,D,6 years,MORTGAGE,75000,Verified,Fully Paid
1045291,27000, 60 months,12.42,606.35,B,7 years,MORTGAGE,150000,Verified,Current
978527,35000, 60 months,22.74,981.45,G,4 years,RENT,105000,Verified,Fully Paid
1042294,15000, 36 months,6.62,460.56,A,8 years,OWN,80000,Source Verified,Fully Paid
1043785,30000, 60 months,13.49,690.15,C,4 years,MORTGAGE,75000,Verified,Fully Paid
1040196,22000, 60 months,20.89,593.82,F,4 years,RENT,63000,Verified,Charged Off
1045232,21000, 60 months,16.77,519.32,D,2 years,MORTGAGE,125000,Verified,Fully Paid
1040409,22500, 60 months,14.27,526.7,C,10+ years,RENT,45000,Verified,Fully Paid
1045106,5000, 36 months,7.51,155.56,A,10+ years,MORTGAGE,45000,Not Verified,Fully Paid
1045108,9600, 36 months,7.9,300.39,A,9 years,RENT,54000,Source Verified,Fully Paid
1045100,12000, 60 months,14.27,280.91,C,7 years,RENT,33000,Source Verified,Current
1045198,4500, 36 months,6.03,136.96,A,10+ years,RENT,58947,Source Verified,Fully Paid
1045091,3000, 36 months,14.65,103.49,C,< 1 year,MORTGAGE,68000,Source Verified,Fully Paid
1033625,16100, 60 months,20.89,434.57,F,6 years,MORTGAGE,55000,Verified,Fully Paid
1045054,18200, 36 months,18.25,660.26,D,10+ years,MORTGAGE,59800.55,Verified,Fully Paid
1045045,35000, 60 months,22.35,973.64,F,< 1 year,MORTGAGE,100000,Verified,Charged Off
1044958,15000, 36 months,9.91,483.38,B,10+ years,MORTGAGE,55000,Not Verified,Fully Paid
1044959,10000, 36 months,6.62,307.04,A,2 years,MORTGAGE,98280,Source Verified,Fully Paid
1045043,8500, 36 months,8.9,269.91,A,1 year,RENT,47000,Source Verified,Fully Paid
1045034,1800, 36 months,11.71,59.54,B,10+ years,RENT,49000,Not Verified,Fully Paid
1041954,14000, 36 months,12.69,469.63,B,9 years,RENT,45000,Not Verified,Fully Paid
1044994,3000, 36 months,16.77,106.62,D,4 years,RENT,59100,Not Verified,Charged Off
1044872,17200, 36 months,17.58,618.21,D,10+ years,RENT,95000,Source Verified,Fully Paid
1044982,6000, 36 months,9.91,193.35,B,1 year,RENT,45000,Not Verified,Fully Paid
1041749,16675, 60 months,11.71,368.49,B,7 years,MORTGAGE,72000,Not Verified,Fully Paid
1044761,4000, 36 months,16.29,141.21,D,10+ years,RENT,75000,Verified,Fully Paid
1044864,5250, 60 months,17.58,132.12,D,10+ years,MORTGAGE,59000,Not Verified,Current
1044826,2500, 60 months,12.69,56.49,B,1 year,OWN,33840,Not Verified,Current
1044665,12875, 60 months,11.71,284.52,B,1 year,RENT,27000,Verified,Fully Paid
1044657,7000, 36 months,12.69,234.82,B,10+ years,RENT,48000,Verified,Fully Paid
1044801,1500, 36 months,14.65,51.75,C,5 years,MORTGAGE,92700,Not Verified,Fully Paid
1044615,5300, 36 months,8.9,168.3,A,4 years,RENT,36000,Source Verified,Fully Paid
1044543,12250, 60 months,11.71,270.71,B,10+ years,MORTGAGE,63996,Verified,Current
1038768,4200, 60 months,16.77,103.87,D,7 years,MORTGAGE,22088,Verified,Fully Paid
1044605,2400, 36 months,12.69,80.51,B,< 1 year,MORTGAGE,57000,Not Verified,Fully Paid
1044511,24250, 60 months,19.03,629.46,E,10+ years,RENT,54257,Verified,Current
1043457,12000, 36 months,7.9,375.49,A,2 years,RENT,42000,Not Verified,Fully Paid
1044537,10000, 36 months,11.71,330.76,B,2 years,MORTGAGE,44959,Not Verified,Fully Paid
1042702,22000, 60 months,18.25,561.66,D,5 years,MORTGAGE,92000,Verified,Current
1044514,20000, 60 months,16.77,494.59,D,6 years,MORTGAGE,60000,Verified,Fully Paid
1044347,7800, 36 months,14.27,267.61,C,3 years,RENT,36000,Source Verified,Fully Paid
1044500,32000, 60 months,20.89,863.73,F,10+ years,OWN,100000,Verified,Current
1044512,22950, 36 months,13.49,778.71,C,< 1 year,RENT,52000,Source Verified,Fully Paid
1044336,1000, 36 months,16.29,35.31,D,1 year,RENT,14400,Not Verified,Charged Off
1040934,1950, 36 months,14.27,66.91,C,4 years,RENT,11340,Verified,Fully Paid
1044323,4650, 36 months,6.62,142.78,A,1 year,OWN,37000,Source Verified,Fully Paid
1044499,20000, 60 months,19.91,528.88,E,6 years,RENT,136500,Verified,Current
1044495,12000, 36 months,13.49,407.17,C,10+ years,MORTGAGE,200000,Verified,Fully Paid
1044300,9450, 36 months,16.77,335.84,D,1 year,RENT,26000,Source Verified,Fully Paid
1044298,16000, 36 months,7.9,500.65,A,5 years,RENT,30000,Verified,Fully Paid
1044226,16000, 36 months,8.9,508.06,A,8 years,RENT,42856,Verified,Fully Paid
1044459,4800, 36 months,10.65,156.36,B,3 years,RENT,24500,Not Verified,Fully Paid
1044462,5000, 36 months,10.65,162.87,B,10+ years,OWN,95000,Not Verified,Fully Paid
1044266,7100, 36 months,7.9,222.17,A,1 year,RENT,25000,Not Verified,Fully Paid
1044444,6000, 36 months,13.49,203.59,C,2 years,RENT,30000,Not Verified,Fully Paid
1044439,9000, 36 months,16.29,317.71,D,3 years,RENT,84500,Not Verified,Fully Paid
1044248,5000, 36 months,12.42,167.08,B,4 years,RENT,48879,Not Verified,Fully Paid
1044441,10000, 36 months,13.49,339.31,C,10+ years,RENT,60000,Verified,Fully Paid
1016799,25000, 60 months,17.58,629.14,D,1 year,MORTGAGE,50000,Verified,Current
1044415,15000, 60 months,14.27,351.13,C,4 years,MORTGAGE,60000,Not Verified,Charged Off
1044372,15000, 36 months,15.27,521.97,C,6 years,MORTGAGE,55000,Not Verified,Fully Paid
1044207,8400, 36 months,18.64,306.39,E,10+ years,RENT,36000,Source Verified,Fully Paid
1044201,25000, 60 months,15.27,598.3,C,10+ years,MORTGAGE,150000,Source Verified,Current
1031770,6000, 36 months,15.27,208.79,C,2 years,RENT,29000,Verified,Fully Paid
1044366,6000, 36 months,6.62,184.23,A,4 years,MORTGAGE,53000,Verified,Fully Paid
1044374,2500, 36 months,14.65,86.24,C,n/a,MORTGAGE,33600,Source Verified,Fully Paid
1044156,12000, 36 months,6.62,368.45,A,7 years,MORTGAGE,80000,Source Verified,Fully Paid
1044183,1500, 36 months,12.42,50.13,B,< 1 year,RENT,63000,Source Verified,Fully Paid
1044140,8000, 36 months,10.65,260.59,B,< 1 year,RENT,42816,Source Verified,Charged Off
1044134,24000, 60 months,12.69,542.28,B,2 years,MORTGAGE,180000,Verified,Current
1044133,7200, 36 months,11.71,238.15,B,9 years,RENT,105000,Source Verified,Fully Paid
1041602,4400, 36 months,7.9,137.68,A,4 years,MORTGAGE,95000,Not Verified,Fully Paid
1044119,23000, 36 months,6.62,706.19,A,10+ years,MORTGAGE,120000,Source Verified,Fully Paid
1043922,2000, 36 months,13.49,67.87,C,10+ years,MORTGAGE,70000,Source Verified,Fully Paid
1044083,12000, 36 months,12.69,402.54,B,1 year,RENT,80000,Not Verified,Fully Paid
1044073,17000, 60 months,19.03,441.28,E,7 years,RENT,56000,Verified,Late (31-120 days)
1044077,3000, 36 months,6.62,92.12,A,1 year,MORTGAGE,45000,Not Verified,Fully Paid
1043899,15000, 36 months,6.03,456.54,A,2 years,MORTGAGE,200000,Source Verified,Fully Paid
952346,28625, 60 months,22.35,796.3,F,10+ years,MORTGAGE,72000,Verified,Charged Off
1044042,14000, 60 months,17.27,349.98,D,8 years,RENT,43000,Verified,Charged Off
1042228,10200, 36 months,12.42,340.84,B,4 years,MORTGAGE,70000,Verified,Fully Paid
1041120,24000, 36 months,11.71,793.83,B,9 years,MORTGAGE,85000,Verified,Fully Paid
1034765,10250, 36 months,14.65,353.57,C,5 years,MORTGAGE,56000,Verified,Fully Paid
1043852,6100, 60 months,13.49,140.33,C,3 years,RENT,42600,Source Verified,Fully Paid
1036033,5800, 60 months,17.58,145.96,D,2 years,RENT,30000,Source Verified,Charged Off
1043814,24000, 36 months,9.91,773.4,B,2 years,RENT,130000,Verified,Fully Paid
1027201,6000, 36 months,14.27,205.86,C,1 year,MORTGAGE,54000,Source Verified,Fully Paid
1007963,1000, 36 months,16.29,35.31,D,< 1 year,OWN,17280,Source Verified,Charged Off
1043742,11000, 36 months,9.91,354.48,B,3 years,RENT,58195,Source Verified,Fully Paid
1043714,9000, 36 months,16.77,319.85,D,5 years,RENT,32000,Verified,Fully Paid
1043511,3000, 36 months,12.69,100.64,B,2 years,OWN,20000,Verified,Fully Paid
1043703,2000, 36 months,10.65,65.15,B,4 years,RENT,14400,Not Verified,Fully Paid
1031255,12500, 60 months,16.77,309.12,D,6 years,RENT,35000,Source Verified,Charged Off
1034530,13000, 36 months,10.65,423.46,B,4 years,MORTGAGE,72000,Not Verified,Fully Paid
1013065,21000, 36 months,14.65,724.38,C,6 years,MORTGAGE,96000,Verified,Fully Paid
1043636,15000, 60 months,12.69,338.93,B,5 years,MORTGAGE,26400,Verified,Fully Paid
1043428,15000, 36 months,16.77,533.08,D,4 years,RENT,104371.43,Verified,Fully Paid
1043394,5000, 36 months,7.9,156.46,A,2 years,RENT,26000,Not Verified,Fully Paid
1042617,10000, 36 months,7.51,311.11,A,5 years,RENT,45000,Source Verified,Fully Paid
1043347,30000, 36 months,16.77,1066.16,D,< 1 year,OWN,102000,Verified,Fully Paid
1043300,12000, 36 months,14.65,413.94,C,7 years,MORTGAGE,85000,Verified,Fully Paid
1043085,7200, 36 months,8.9,228.63,A,9 years,RENT,37245,Not Verified,Fully Paid
1043299,20000, 60 months,20.89,539.84,F,10+ years,MORTGAGE,90000,Verified,Charged Off
1039551,5500, 36 months,6.03,167.4,A,9 years,MORTGAGE,54960,Not Verified,Fully Paid
1039029,17625, 36 months,12.69,591.23,B,10+ years,RENT,37793.6,Verified,Fully Paid
1042657,25000, 60 months,19.91,661.1,E,2 years,RENT,49960,Verified,Charged Off
1042101,29100, 60 months,10.65,627.64,B,6 years,MORTGAGE,83496,Verified,Current
1042483,8325, 36 months,6.62,255.61,A,1 year,RENT,19000,Verified,Fully Paid
1043264,7000, 36 months,14.27,240.17,C,6 years,RENT,55900,Verified,Charged Off
1043241,10500, 36 months,14.27,360.25,C,6 years,RENT,40000,Verified,Fully Paid
1043012,17000, 60 months,18.64,437.63,E,7 years,MORTGAGE,35000,Source Verified,Charged Off
1043187,5000, 36 months,12.42,167.08,B,5 years,RENT,80000,Not Verified,Fully Paid
1043202,25000, 36 months,7.51,777.78,A,10+ years,MORTGAGE,170000,Source Verified,Fully Paid
1042980,18000, 60 months,18.64,463.38,E,7 years,RENT,60000,Verified,Fully Paid
1043174,2000, 36 months,13.49,67.87,C,4 years,RENT,62000,Not Verified,Fully Paid
1040232,2500, 36 months,15.96,87.85,C,10+ years,MORTGAGE,98480,Source Verified,Fully Paid
1035385,10000, 36 months,10.65,325.74,B,8 years,OWN,35000,Not Verified,Fully Paid
1042746,15600, 60 months,19.42,408.29,E,5 years,OWN,55000,Source Verified,Charged Off
1042095,6000, 36 months,7.9,187.75,A,6 years,MORTGAGE,92000,Not Verified,Fully Paid
